Time,KHBR01_K_LN01_Q0_Y_PH_I,KHBR01_K_LN02_Q0_Y_PH_I,KHBR01_K_LN03_Q0_Y_PH_I,KHBR01_K_LN04_Q0_Y_PH_I,KHBR01_K_LN05_Q0_Y_PH_I,KHBR01_K_LN06_Q0_Y_PH_I,KHBR01_K_LN07_Q0_Y_PH_I,KHBR01_K_LN08_Q0_Y_PH_I,Time_ISO,hour,day,day_of_week,month,week_of_year,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,KHBR01_K_LN01_Q0_Y_PH_I_lag_1,KHBR01_K_LN01_Q0_Y_PH_I_lag_2,KHBR01_K_LN01_Q0_Y_PH_I_lag_3,KHBR01_K_LN01_Q0_Y_PH_I_lag_6,KHBR01_K_LN01_Q0_Y_PH_I_lag_12,KHBR01_K_LN01_Q0_Y_PH_I_lag_24,KHBR01_K_LN01_Q0_Y_PH_I_lag_48,KHBR01_K_LN01_Q0_Y_PH_I_lag_168,KHBR01_K_LN01_Q0_Y_PH_I_rolling_mean_6,KHBR01_K_LN01_Q0_Y_PH_I_rolling_std_6,KHBR01_K_LN01_Q0_Y_PH_I_rolling_mean_12,KHBR01_K_LN01_Q0_Y_PH_I_rolling_std_12,KHBR01_K_LN01_Q0_Y_PH_I_rolling_mean_24,KHBR01_K_LN01_Q0_Y_PH_I_rolling_std_24,KHBR01_K_LN01_Q0_Y_PH_I_rolling_mean_48,KHBR01_K_LN01_Q0_Y_PH_I_rolling_std_48
2025-06-04 17:00:00,142.781,124.862,99.7,24.106,65.33,122.04,78.55,108.581,2025-06-04 17:00:00,17,4,2,6,23,0,-0.966,-0.259,0.975,-0.223,168.71,213.51,213.32,165.21,138.76,166.62,142.781,196.72,186.484,28.183,164.125,31.347,162.788,24.448,161.938,22.618
2025-06-04 18:00:00,148.8,129.04,79.201,53.21,68.1,107.206,62.711,105.96,2025-06-04 18:00:00,18,4,2,6,23,0,-1.0,-0.0,0.975,-0.223,142.781,168.71,213.51,178.76,142.781,142.781,147.32,163.64,181.49,32.193,164.627,31.021,163.039,24.264,161.969,22.598
2025-06-04 19:00:00,178.32,150.59,114.85,66.98,68.0,138.02,85.54,133.85,2025-06-04 19:00:00,19,4,2,6,23,0,-0.966,0.259,0.975,-0.223,148.8,142.781,168.71,201.82,130.68,161.48,160.7,146.2,177.574,30.616,168.597,29.281,163.741,24.46,162.336,22.72
2025-06-04 20:00:00,176.71,148.58,113.25,67.53,66.4,138.42,80.86,134.7,2025-06-04 20:00:00,20,4,2,6,23,0,-0.866,0.5,0.975,-0.223,178.32,148.8,142.781,213.32,131.64,165.99,162.96,142.781,171.472,25.244,172.353,26.904,164.187,24.6,162.623,22.815
2025-06-04 21:00:00,142.781,148.76,113.46,67.61,65.01,139.36,83.15,133.42,2025-06-04 21:00:00,21,4,2,6,23,0,-0.707,0.707,0.975,-0.223,176.71,178.32,148.8,213.51,134.77,170.16,168.86,155.22,159.684,16.784,173.02,25.97,163.046,24.944,162.079,22.973
2025-06-04 22:00:00,188.87,150.46,113.35,77.84,53.114,147.37,83.47,140.29,2025-06-04 22:00:00,22,4,2,6,23,0,-0.5,0.866,0.975,-0.223,142.781,176.71,178.32,168.71,145.52,182.06,175.86,152.32,163.044,20.548,176.633,24.785,163.33,25.207,162.35,23.214
2025-06-04 23:00:00,194.04,155.48,103.32,81.61,60.87,151.43,86.9,147.95,2025-06-04 23:00:00,23,4,2,6,23,0,-0.259,0.966,0.975,-0.223,188.87,142.781,176.71,142.781,165.21,142.781,179.29,142.781,171.587,21.088,179.035,24.974,165.466,25.559,162.658,23.539
2025-06-05 00:00:00,142.781,159.41,79.201,82.65,51.24,151.32,86.56,108.581,2025-06-05 00:00:00,0,5,3,6,23,0,0.0,1.0,0.434,-0.901,194.04,188.87,142.781,148.8,178.76,185.09,176.75,155.65,170.584,22.485,176.037,27.081,163.703,25.606,161.95,23.617
2025-06-05 01:00:00,190.67,160.9,93.21,83.43,37.16,152.42,62.711,149.35,2025-06-05 01:00:00,1,5,3,6,23,0,0.259,0.966,0.434,-0.901,142.781,194.04,188.87,178.32,201.82,175.63,174.84,171.64,172.642,23.858,175.108,26.295,164.33,26.09,162.28,23.909
2025-06-05 02:00:00,186.83,161.07,84.74,83.25,39.68,145.2,76.39,108.581,2025-06-05 02:00:00,2,5,3,6,23,0,0.5,0.866,0.434,-0.901,190.67,142.781,194.04,176.71,213.32,168.79,170.37,168.26,174.329,24.551,172.9,23.788,165.081,26.481,162.623,24.144
2025-06-05 03:00:00,142.781,154.46,80.88,83.05,43.86,142.2,74.14,140.69,2025-06-05 03:00:00,3,5,3,6,23,0,0.707,0.707,0.434,-0.901,186.83,190.67,142.781,142.781,213.51,142.781,163.67,167.31,174.329,24.551,167.006,21.46,165.081,26.481,162.188,24.313
2025-06-05 04:00:00,177.87,124.862,73.3,80.85,41.75,124.6,74.07,142.02,2025-06-05 04:00:00,4,5,3,6,23,0,0.866,0.5,0.434,-0.901,142.781,186.83,190.67,188.87,168.71,161.11,148.03,161.83,172.495,23.642,167.77,21.688,165.78,26.592,162.809,24.325
2025-06-05 05:00:00,142.781,149.45,79.201,24.106,53.114,118.79,62.711,108.581,2025-06-05 05:00:00,5,5,3,6,23,0,0.966,0.259,0.434,-0.901,177.87,142.781,186.83,194.04,142.781,138.76,131.61,157.08,163.952,23.561,167.77,21.688,165.947,26.427,163.042,24.072
2025-06-05 06:00:00,160.8,142.56,72.03,71.88,40.53,107.206,65.99,124.63,2025-06-05 06:00:00,6,5,3,6,23,0,1.0,0.0,0.434,-0.901,142.781,177.87,142.781,142.781,148.8,142.781,142.781,151.35,166.955,21.369,168.77,20.999,166.698,25.993,163.417,23.889
2025-06-05 07:00:00,164.05,147.31,79.05,72.29,41.28,114.09,67.36,108.581,2025-06-05 07:00:00,7,5,3,6,23,0,0.966,-0.259,0.434,-0.901,160.8,142.781,177.87,190.67,178.32,130.68,124.84,142.781,162.519,17.951,167.58,20.812,168.089,24.849,164.234,23.202
2025-06-05 08:00:00,166.49,149.43,101.15,71.16,59.52,121.72,77.26,126.36,2025-06-05 08:00:00,8,5,3,6,23,0,0.866,-0.5,0.434,-0.901,164.05,160.8,142.781,186.83,176.71,131.64,128.81,135.87,159.129,13.906,166.729,20.613,169.541,23.614,165.019,22.608
2025-06-05 09:00:00,170.13,153.61,112.33,71.44,61.77,128.76,81.64,132.05,2025-06-05 09:00:00,9,5,3,6,23,0,0.707,-0.707,0.434,-0.901,166.49,164.05,160.8,142.781,142.781,134.77,132.71,142.781,163.687,11.799,169.008,19.187,171.014,22.424,165.799,22.11
2025-06-05 10:00:00,175.48,154.85,117.29,72.78,64.47,131.27,86.06,135.69,2025-06-05 10:00:00,10,5,3,6,23,0,0.5,-0.866,0.434,-0.901,170.13,166.49,164.05,177.87,188.87,145.52,146.58,141.48,163.288,11.252,167.892,18.296,172.262,21.767,166.401,21.969
2025-06-05 11:00:00,184.3,160.96,117.88,74.11,62.35,138.35,90.16,140.4,2025-06-05 11:00:00,11,5,3,6,23,0,0.259,-0.966,0.434,-0.901,175.48,170.13,166.49,142.781,194.04,165.21,160.27,147.98,170.208,8.563,167.08,17.214,173.058,21.847,166.901,22.099
2025-06-05 12:00:00,189.28,162.91,122.25,80.04,65.69,143.85,92.01,146.4,2025-06-05 12:00:00,12,5,3,6,23,0,0.0,-1.0,0.434,-0.901,184.3,175.48,170.13,160.8,142.781,178.76,175.96,142.781,174.955,10.066,170.955,16.464,173.496,22.071,167.179,22.298
2025-06-05 13:00:00,201.53,172.2,123.4,84.91,64.06,157.01,91.72,160.33,2025-06-05 13:00:00,13,5,3,6,23,0,-0.259,-0.966,0.434,-0.901,189.28,184.3,175.48,164.05,190.67,201.82,191.48,151.0,181.202,13.114,171.86,17.884,173.484,22.055,167.388,22.577
2025-06-05 14:00:00,212.59,124.862,119.67,89.17,67.27,167.04,95.79,165.8,2025-06-05 14:00:00,14,5,3,6,23,0,-0.5,-0.866,0.434,-0.901,201.53,189.28,184.3,166.49,186.83,213.32,205.54,161.49,188.885,15.965,174.007,21.101,173.454,21.998,167.535,22.851
2025-06-05 15:00:00,210.45,169.17,79.201,92.8,66.54,166.13,95.06,169.46,2025-06-05 15:00:00,15,5,3,6,23,0,-0.707,-0.707,0.434,-0.901,212.59,201.53,189.28,170.13,142.781,213.51,187.49,174.13,195.605,14.945,179.646,21.039,173.326,21.763,168.014,23.509
2025-06-05 16:00:00,142.781,149.23,112.75,74.23,65.66,141.82,62.711,134.4,2025-06-05 16:00:00,16,5,3,6,23,0,-0.866,-0.5,0.434,-0.901,210.45,212.59,201.53,175.48,177.87,168.71,142.781,191.42,190.155,25.784,176.722,23.592,172.246,22.629,168.014,23.509
2025-06-05 17:00:00,176.74,124.862,113.13,24.106,66.26,107.206,83.28,108.581,2025-06-05 17:00:00,17,5,3,6,23,0,-0.966,-0.259,0.434,-0.901,142.781,210.45,212.59,184.3,142.781,142.781,166.62,198.89,188.895,26.306,179.552,21.05,173.661,21.751,168.224,23.541
2025-06-05 18:00:00,167.69,147.21,79.201,69.39,63.87,127.92,83.02,136.03,2025-06-05 18:00:00,18,5,3,6,23,0,-1.0,-0.0,0.434,-0.901,176.74,142.781,210.45,189.28,160.8,148.8,142.781,164.01,185.297,27.684,180.126,20.581,174.448,21.145,168.743,23.241
2025-06-05 19:00:00,181.82,163.89,130.35,75.81,63.91,139.22,81.54,146.86,2025-06-05 19:00:00,19,5,3,6,23,0,-0.966,0.259,0.434,-0.901,167.69,176.74,142.781,201.53,164.05,178.32,161.48,145.26,182.012,26.517,181.607,19.949,174.594,21.185,169.167,23.291
2025-06-05 20:00:00,187.81,156.71,131.65,74.67,64.46,144.94,87.28,145.07,2025-06-05 20:00:00,20,5,3,6,23,0,-0.866,0.5,0.434,-0.901,181.82,167.69,176.74,212.59,166.49,176.71,165.99,149.83,177.882,22.414,183.383,19.423,175.056,21.354,169.622,23.441
2025-06-05 21:00:00,190.03,160.74,125.95,76.16,67.78,147.38,86.12,154.21,2025-06-05 21:00:00,21,5,3,6,23,0,-0.707,0.707,0.434,-0.901,187.81,181.82,167.69,210.45,170.13,142.781,170.16,161.78,174.478,17.489,185.042,19.034,177.025,20.406,170.036,23.625
2025-06-05 22:00:00,202.27,167.44,79.201,77.55,65.92,148.13,88.08,164.2,2025-06-05 22:00:00,22,5,3,6,23,0,-0.5,0.866,0.434,-0.901,190.03,187.81,181.82,142.781,175.48,188.87,182.06,158.88,184.393,11.893,187.274,19.378,177.583,20.921,170.457,24.021
2025-06-05 23:00:00,212.67,172.11,124.24,87.03,53.114,156.51,88.93,164.61,2025-06-05 23:00:00,23,5,3,6,23,0,-0.259,0.966,0.434,-0.901,202.27,190.03,187.81,176.74,184.3,194.04,142.781,160.7,190.382,15.704,189.638,20.67,178.359,21.882,171.913,24.422
2025-06-06 00:00:00,205.96,173.65,122.83,90.24,64.98,162.66,88.9,157.54,2025-06-06 00:00:00,0,6,4,6,23,0,0.0,1.0,-0.434,-0.901,212.67,202.27,190.03,167.69,189.28,142.781,185.09,170.22,196.76,11.973,191.028,21.198,180.992,21.205,172.347,24.844
2025-06-06 01:00:00,142.781,124.862,108.02,89.73,60.24,154.21,62.711,108.581,2025-06-06 01:00:00,1,6,4,6,23,0,0.259,0.966,-0.434,-0.901,205.96,212.67,202.27,181.82,201.53,190.67,175.63,168.51,190.254,25.113,186.133,24.996,178.996,22.47,171.663,25.201
2025-06-06 02:00:00,199.48,160.04,90.96,89.05,44.45,149.13,73.35,149.46,2025-06-06 02:00:00,2,6,4,6,23,0,0.5,0.866,-0.434,-0.901,142.781,205.96,212.67,187.81,212.59,186.83,168.79,160.64,192.198,25.337,185.04,24.001,179.524,22.808,172.302,25.514
2025-06-06 03:00:00,190.39,124.862,79.201,88.16,44.69,147.41,73.45,144.29,2025-06-06 03:00:00,3,6,4,6,23,0,0.707,0.707,-0.434,-0.901,199.48,142.781,205.96,190.03,210.45,142.781,142.781,161.37,192.258,25.331,183.368,22.736,181.507,21.507,173.294,25.266
2025-06-06 04:00:00,177.02,157.52,86.4,82.2,42.42,143.71,62.711,136.06,2025-06-06 04:00:00,4,6,4,6,23,0,0.866,0.5,-0.434,-0.901,190.39,199.48,142.781,202.27,142.781,177.87,161.11,156.04,188.05,25.432,186.222,19.025,181.472,21.514,173.626,25.208
2025-06-06 05:00:00,142.781,124.862,84.0,24.106,53.114,107.206,65.88,108.581,2025-06-06 05:00:00,5,6,4,6,23,0,0.966,0.259,-0.434,-0.901,177.02,190.39,199.48,212.67,176.74,142.781,138.76,145.03,176.402,27.796,183.392,22.728,181.472,21.514,173.71,25.096
2025-06-06 06:00:00,172.1,140.16,83.24,78.78,39.86,113.1,63.42,126.19,2025-06-06 06:00:00,6,6,4,6,23,0,1.0,0.0,-0.434,-0.901,142.781,177.02,190.39,205.96,167.69,160.8,142.781,134.33,170.759,23.735,183.759,22.486,181.943,21.162,174.32,24.68
2025-06-06 07:00:00,180.55,146.01,84.93,76.97,40.74,121.92,64.92,108.581,2025-06-06 07:00:00,7,6,4,6,23,0,0.966,-0.259,-0.434,-0.901,172.1,142.781,177.02,142.781,181.82,164.05,130.68,133.26,177.054,19.453,183.654,22.499,182.63,20.821,175.359,23.839
2025-06-06 08:00:00,142.781,153.02,80.42,68.59,42.45,124.44,62.92,127.74,2025-06-06 08:00:00,8,6,4,6,23,0,0.866,-0.5,-0.434,-0.901,180.55,172.1,142.781,199.48,187.81,166.49,131.64,142.781,167.604,20.14,179.901,25.321,181.642,22.141,175.591,23.456
2025-06-06 09:00:00,174.09,153.27,79.201,24.106,42.36,127.67,62.93,134.29,2025-06-06 09:00:00,9,6,4,6,23,0,0.707,-0.707,-0.434,-0.901,142.781,180.55,172.1,190.39,190.03,170.13,134.77,143.09,164.887,17.359,178.573,25.159,181.807,22.066,176.411,22.673
2025-06-06 10:00:00,191.14,155.28,86.37,71.38,41.49,136.35,64.47,146.14,2025-06-06 10:00:00,10,6,4,6,23,0,0.5,-0.866,-0.434,-0.901,174.09,142.781,180.55,177.02,202.27,175.48,145.52,142.781,167.24,20.077,177.645,24.399,182.46,22.102,177.361,22.304
2025-06-06 11:00:00,197.01,160.19,91.88,78.99,43.95,133.67,62.83,159.48,2025-06-06 11:00:00,11,6,4,6,23,0,0.259,-0.966,-0.434,-0.901,191.14,174.09,142.781,142.781,212.67,184.3,165.21,153.74,176.278,19.043,176.34,22.716,182.989,22.3,178.024,22.407
2025-06-06 12:00:00,198.54,170.98,95.03,81.79,49.76,133.98,65.1,160.86,2025-06-06 12:00:00,12,6,4,6,23,0,0.0,-1.0,-0.434,-0.901,197.01,191.14,174.09,172.1,205.96,189.28,178.76,156.5,180.685,20.856,175.722,21.924,183.375,22.492,178.436,22.602
2025-06-06 13:00:00,205.53,175.22,105.17,83.47,56.82,145.39,72.07,169.61,2025-06-06 13:00:00,13,6,4,6,23,0,-0.259,-0.966,-0.434,-0.901,198.54,197.01,191.14,180.55,142.781,201.53,201.82,168.9,184.848,23.187,180.951,20.808,183.542,22.647,178.513,22.69
2025-06-06 14:00:00,208.79,171.94,104.81,84.29,59.78,146.48,81.04,174.79,2025-06-06 14:00:00,14,6,4,6,23,0,-0.5,-0.866,-0.434,-0.901,205.53,198.54,197.01,142.781,199.48,212.59,213.32,178.23,195.85,12.373,181.727,21.715,183.384,22.448,178.419,22.551
2025-06-06 15:00:00,208.88,176.78,79.201,88.57,62.61,148.29,83.12,172.21,2025-06-06 15:00:00,15,6,4,6,23,0,-0.707,-0.707,-0.434,-0.901,208.79,205.53,198.54,174.09,190.39,210.45,213.51,194.25,201.648,7.211,183.268,23.003,183.318,22.367,178.322,22.407
2025-06-06 16:00:00,178.15,152.67,99.45,72.28,63.39,140.13,73.33,139.72,2025-06-06 16:00:00,16,6,4,6,23,0,-0.866,-0.5,-0.434,-0.901,208.88,208.79,205.53,191.14,177.02,142.781,168.71,200.72,199.483,11.607,183.362,22.978,184.792,20.682,178.519,22.363
2025-06-06 17:00:00,148.39,124.862,89.61,24.106,60.93,104.49,65.6,117.28,2025-06-06 17:00:00,17,6,4,6,23,0,-0.966,-0.259,-0.434,-0.901,178.15,208.88,208.79,197.01,142.781,176.74,142.781,174.59,191.38,24.017,183.829,22.118,183.611,21.934,178.636,22.186
2025-06-06 18:00:00,142.781,131.59,79.201,57.88,64.76,107.206,62.711,108.581,2025-06-06 18:00:00,18,6,4,6,23,0,-1.0,-0.0,-0.434,-0.901,148.39,178.15,208.88,198.54,172.1,167.69,148.8,154.88,182.087,30.582,181.386,24.968,182.573,23.268,178.51,22.374
2025-06-06 19:00:00,155.57,144.44,95.31,67.99,53.114,109.11,67.72,123.99,2025-06-06 19:00:00,19,6,4,6,23,0,-0.966,0.259,-0.434,-0.901,142.781,148.39,178.15,205.53,180.55,181.82,178.32,156.91,173.76,29.712,179.304,26.061,181.479,23.913,178.036,22.618
2025-06-06 20:00:00,159.18,139.6,93.59,61.94,63.25,111.79,66.93,125.1,2025-06-06 20:00:00,20,6,4,6,23,0,-0.866,0.5,-0.434,-0.901,155.57,142.781,148.39,208.79,142.781,187.81,176.71,160.03,165.492,24.451,180.671,24.345,180.286,24.295,177.671,22.781
2025-06-06 21:00:00,160.17,124.862,79.201,64.9,53.114,110.95,66.7,129.15,2025-06-06 21:00:00,21,6,4,6,23,0,-0.707,0.707,-0.434,-0.901,159.18,155.57,142.781,208.88,174.09,190.03,142.781,168.62,157.374,12.163,179.511,25.01,179.042,24.538,178.033,22.348
2025-06-06 22:00:00,176.51,145.03,94.03,72.06,64.25,121.48,70.1,134.79,2025-06-06 22:00:00,22,6,4,6,23,0,-0.5,0.866,-0.434,-0.901,160.17,159.18,155.57,178.15,191.14,202.27,188.87,168.4,157.1,11.608,178.292,24.747,177.968,24.036,177.776,22.292
2025-06-06 23:00:00,188.44,156.57,96.08,84.38,58.68,137.8,74.89,151.54,2025-06-06 23:00:00,23,6,4,6,23,0,-0.259,0.966,-0.434,-0.901,176.51,160.17,159.18,148.39,197.01,212.67,194.04,142.781,163.775,16.203,177.578,24.276,176.959,23.001,177.659,22.22
2025-06-07 00:00:00,190.01,162.77,79.201,89.87,41.79,141.8,76.34,154.05,2025-06-07 00:00:00,0,7,5,6,23,1,0.0,1.0,-0.975,-0.223,188.44,176.51,160.17,142.781,198.54,205.96,142.781,172.65,171.647,15.417,176.867,23.726,176.294,22.348,178.643,21.682
2025-06-07 01:00:00,142.781,124.862,87.48,24.106,43.29,142.84,74.81,151.05,2025-06-07 01:00:00,1,7,5,6,23,1,0.259,0.966,-0.975,-0.223,190.01,188.44,176.51,155.57,205.53,142.781,190.67,142.781,169.515,18.633,171.638,23.749,176.294,22.348,177.645,22.212
2025-06-07 02:00:00,183.04,157.87,86.44,86.82,53.114,144.79,72.13,144.69,2025-06-07 02:00:00,2,7,5,6,23,1,0.5,0.866,-0.975,-0.223,142.781,190.01,188.44,159.18,208.79,199.48,186.83,170.13,173.492,18.532,169.492,21.103,175.609,21.853,177.566,22.185
2025-06-07 03:00:00,182.35,156.04,83.97,88.14,42.5,107.206,70.2,146.33,2025-06-07 03:00:00,3,7,5,6,23,1,0.707,0.707,-0.975,-0.223,183.04,142.781,190.01,160.17,208.88,190.39,142.781,166.35,177.188,17.528,167.281,17.719,175.274,21.677,178.391,21.592
2025-06-07 04:00:00,170.25,148.39,82.31,85.61,42.88,137.85,70.96,137.28,2025-06-07 04:00:00,4,7,5,6,23,1,0.866,0.5,-0.975,-0.223,182.35,183.04,142.781,176.51,178.15,177.02,177.87,157.59,176.145,17.762,166.623,17.423,174.992,21.698,178.232,21.624
2025-06-07 05:00:00,159.1,124.862,79.53,72.41,53.114,125.47,63.68,108.581,2025-06-07 05:00:00,5,7,5,6,23,1,0.966,0.259,-0.975,-0.223,170.25,182.35,183.04,188.44,148.39,142.781,142.781,142.781,171.255,17.738,167.515,16.662,175.672,20.885,178.572,21.179
2025-06-07 06:00:00,158.97,146.05,78.99,70.95,37.65,118.79,62.43,127.75,2025-06-07 06:00:00,6,7,5,6,23,1,1.0,0.0,-0.975,-0.223,159.1,170.25,182.35,190.01,142.781,172.1,160.8,145.71,166.082,15.568,168.864,15.055,175.125,21.153,178.534,21.213
2025-06-07 07:00:00,142.781,143.68,79.02,24.106,39.71,114.92,62.711,124.72,2025-06-07 07:00:00,7,7,5,6,23,1,0.966,-0.259,-0.975,-0.223,158.97,159.1,170.25,142.781,155.57,180.55,164.05,146.48,166.082,15.568,167.798,16.468,173.551,22.115,178.091,21.737
2025-06-07 08:00:00,158.49,142.08,97.94,68.69,57.6,115.3,64.34,126.01,2025-06-07 08:00:00,8,7,5,6,23,1,0.866,-0.5,-0.975,-0.223,142.781,158.97,159.1,183.04,159.18,142.781,166.49,142.781,161.99,13.278,167.741,16.502,174.206,21.385,177.924,21.859
2025-06-07 09:00:00,160.99,144.72,100.2,66.4,64.35,107.206,68.25,130.96,2025-06-07 09:00:00,9,7,5,6,23,1,0.707,-0.707,-0.975,-0.223,158.49,142.781,158.97,182.35,160.17,174.09,170.13,145.49,158.43,8.853,167.809,16.47,173.66,21.554,177.734,21.968
2025-06-07 10:00:00,160.95,148.73,102.09,69.19,62.55,112.68,69.89,136.87,2025-06-07 10:00:00,10,7,5,6,23,1,0.5,-0.866,-0.975,-0.223,160.99,158.49,142.781,170.25,176.51,191.14,175.48,157.13,156.88,6.988,166.513,16.334,172.402,21.37,177.431,22.099
2025-06-07 11:00:00,174.89,155.6,104.04,70.99,63.87,117.75,73.6,141.1,2025-06-07 11:00:00,11,7,5,6,23,1,0.259,-0.966,-0.975,-0.223,160.95,160.99,158.49,159.1,188.44,197.01,184.3,167.79,159.512,10.218,165.384,15.103,171.481,20.73,177.235,22.078
2025-06-07 12:00:00,185.95,159.98,107.11,86.52,65.29,127.14,78.68,158.37,2025-06-07 12:00:00,12,7,5,6,23,1,0.0,-1.0,-0.975,-0.223,174.89,160.95,160.99,158.97,190.01,198.54,189.28,142.781,164.008,14.828,165.045,14.536,170.956,20.167,177.166,22.045
2025-06-07 13:00:00,193.15,160.89,106.69,85.46,53.114,144.45,62.711,108.581,2025-06-07 13:00:00,13,7,5,6,23,1,-0.259,-0.966,-0.975,-0.223,185.95,174.89,160.95,142.781,142.781,205.53,201.53,186.48,172.403,14.664,169.243,14.792,170.44,19.388,176.991,21.881
2025-06-07 14:00:00,192.65,165.12,101.99,85.99,64.56,151.71,83.24,158.12,2025-06-07 14:00:00,14,7,5,6,23,1,-0.5,-0.866,-0.975,-0.223,193.15,185.95,174.89,158.49,183.04,208.79,212.59,198.1,178.097,14.812,170.043,15.831,169.768,18.246,176.576,21.374
2025-06-07 15:00:00,194.48,167.23,100.13,89.02,66.05,156.16,82.64,164.95,2025-06-07 15:00:00,15,7,5,6,23,1,-0.707,-0.707,-0.975,-0.223,192.65,193.15,185.95,160.99,182.35,208.88,210.45,202.35,183.678,13.311,171.054,17.03,169.168,17.105,176.243,20.955
2025-06-07 16:00:00,165.56,140.57,103.22,90.24,70.45,122.76,81.08,134.13,2025-06-07 16:00:00,16,7,5,6,23,1,-0.866,-0.5,-0.975,-0.223,194.48,192.65,193.15,160.95,170.25,178.15,142.781,173.44,184.447,11.781,170.663,17.104,168.643,17.01,176.717,20.433
2025-06-07 17:00:00,142.781,126.67,100.59,53.4,53.114,103.22,73.92,108.81,2025-06-07 17:00:00,17,7,5,6,23,1,-0.966,-0.259,-0.975,-0.223,165.56,194.48,192.65,174.89,159.1,148.39,176.74,149.95,179.095,20.818,169.304,18.682,168.409,17.336,176.01,21.012
2025-06-07 18:00:00,145.13,124.862,79.201,24.106,71.59,107.206,62.711,108.581,2025-06-07 18:00:00,18,7,5,6,23,1,-1.0,-0.0,-0.975,-0.223,142.781,165.56,194.48,185.95,158.97,142.781,167.69,157.36,172.292,24.478,168.15,19.774,168.507,17.191,175.54,21.45
2025-06-07 19:00:00,159.54,143.91,103.35,68.1,53.114,113.66,68.41,128.85,2025-06-07 19:00:00,19,7,5,6,23,1,-0.966,0.259,-0.975,-0.223,145.13,142.781,165.56,193.15,142.781,155.57,181.82,167.2,166.69,22.517,169.547,18.36,168.673,17.08,175.076,21.552
2025-06-07 20:00:00,167.44,136.47,79.201,24.106,68.07,107.206,70.92,128.79,2025-06-07 20:00:00,20,7,5,6,23,1,-0.866,0.5,-0.975,-0.223,159.54,145.13,142.781,192.65,158.49,159.18,187.81,170.79,162.488,18.739,170.293,18.05,169.017,16.963,174.651,21.496
2025-06-07 21:00:00,167.23,135.12,95.42,63.3,65.66,108.51,68.38,125.7,2025-06-07 21:00:00,21,7,5,6,23,1,-0.707,0.707,-0.975,-0.223,167.44,159.54,145.13,194.48,160.99,160.17,190.03,186.13,157.947,11.234,170.813,17.846,169.311,16.864,174.176,21.401
2025-06-07 22:00:00,171.63,141.1,79.201,67.17,65.45,120.69,67.31,130.8,2025-06-07 22:00:00,22,7,5,6,23,1,-0.5,0.866,-0.975,-0.223,167.23,167.44,159.54,165.56,160.95,176.51,202.27,185.51,158.958,12.282,171.703,17.574,169.108,16.803,173.538,20.998
2025-06-07 23:00:00,189.13,145.73,91.66,83.75,48.69,138.11,70.78,147.76,2025-06-07 23:00:00,23,7,5,6,23,1,-0.259,0.966,-0.975,-0.223,171.63,167.23,167.44,142.781,174.89,188.44,212.67,142.781,166.683,14.455,172.889,18.275,169.136,16.838,173.048,20.329
2025-06-08 00:00:00,192.22,153.4,90.41,85.64,35.41,145.1,70.59,149.08,2025-06-08 00:00:00,0,8,6,6,23,1,0.0,1.0,-0.782,0.623,189.13,171.63,167.23,145.13,185.95,190.01,205.96,191.04,174.532,13.136,173.412,18.766,169.228,16.963,172.761,19.949
2025-06-08 01:00:00,142.781,152.19,87.86,24.106,53.114,107.206,72.92,143.36,2025-06-08 01:00:00,1,8,6,6,23,1,0.259,0.966,-0.782,0.623,192.22,189.13,171.63,159.54,193.15,142.781,142.781,182.15,171.739,17.885,169.214,19.565,169.228,16.963,172.761,19.949
2025-06-08 02:00:00,183.58,155.21,79.201,85.54,35.54,143.9,62.711,108.581,2025-06-08 02:00:00,2,8,6,6,23,1,0.5,0.866,-0.782,0.623,142.781,192.22,189.13,167.44,192.65,183.04,199.48,174.66,174.428,18.317,168.458,18.735,169.251,16.982,172.43,19.625
2025-06-08 03:00:00,177.46,151.69,81.55,85.04,35.52,139.62,71.21,140.72,2025-06-08 03:00:00,3,8,6,6,23,1,0.707,0.707,-0.782,0.623,183.58,142.781,192.22,167.23,194.48,182.35,190.39,165.67,176.134,17.986,167.04,17.165,169.047,16.847,172.161,19.461
2025-06-08 04:00:00,164.44,141.6,79.35,24.106,35.19,136.26,62.711,129.2,2025-06-08 04:00:00,4,8,6,6,23,1,0.866,0.5,-0.782,0.623,177.46,183.58,142.781,171.63,165.56,170.25,177.02,151.72,174.935,18.576,166.947,17.177,168.805,16.87,171.899,19.479
2025-06-08 05:00:00,142.781,140.48,79.201,79.28,35.36,116.68,68.41,108.581,2025-06-08 05:00:00,5,8,6,6,23,1,0.966,0.259,-0.782,0.623,164.44,177.46,183.58,189.13,142.781,159.1,142.781,146.89,167.21,20.975,166.947,17.177,168.125,17.592,171.899,19.479
2025-06-08 06:00:00,158.88,124.862,77.92,24.106,53.114,107.206,67.08,123.34,2025-06-08 06:00:00,6,8,6,6,23,1,1.0,0.0,-0.782,0.623,142.781,164.44,177.46,192.22,145.13,158.97,172.1,142.781,161.654,17.079,168.093,16.008,168.121,17.594,171.623,19.57
