Time,KHBR01_K_LN01_Q0_Y_PH_I,KHBR01_K_LN02_Q0_Y_PH_I,KHBR01_K_LN03_Q0_Y_PH_I,KHBR01_K_LN04_Q0_Y_PH_I,KHBR01_K_LN05_Q0_Y_PH_I,KHBR01_K_LN06_Q0_Y_PH_I,KHBR01_K_LN07_Q0_Y_PH_I,KHBR01_K_LN08_Q0_Y_PH_I,Time_ISO
2025-04-14 00:00:00,,116.02,63.59,7.32,40.65,,,108.78,2025-04-14 00:00:00
2025-04-14 01:00:00,140.94,118.72,60.87,7.56,,113.52,53.85,105.6,2025-04-14 01:00:00
2025-04-14 02:00:00,132.21,110.56,56.3,7.37,40.94,,51.87,101.03,2025-04-14 02:00:00
2025-04-14 03:00:00,127.09,105.78,53.09,6.65,45.25,109.4,48.3,96.95,2025-04-14 03:00:00
2025-04-14 04:00:00,119.13,98.81,,6.59,41.82,97.93,45.75,93.65,2025-04-14 04:00:00
2025-04-14 05:00:00,102.75,,52.31,6.02,,78.42,,74.23,2025-04-14 05:00:00
2025-04-14 06:00:00,90.11,96.42,,4.37,39.46,66.24,51.97,67.34,2025-04-14 06:00:00
2025-04-14 07:00:00,,99.06,47.73,,39.99,,64.34,,2025-04-14 07:00:00
2025-04-14 08:00:00,94.32,102.37,,4.0,46.19,70.1,69.92,65.36,2025-04-14 08:00:00
2025-04-14 09:00:00,,110.04,48.14,4.2,51.86,79.43,79.16,,2025-04-14 09:00:00
2025-04-14 10:00:00,102.29,,53.06,3.68,57.06,84.1,75.65,65.39,2025-04-14 10:00:00
2025-04-14 11:00:00,103.25,111.73,81.24,,,86.37,,64.81,2025-04-14 11:00:00
2025-04-14 12:00:00,109.9,112.75,82.36,4.47,57.83,95.2,78.06,73.55,2025-04-14 12:00:00
2025-04-14 13:00:00,130.04,119.18,78.04,5.23,,,69.83,95.1,2025-04-14 13:00:00
2025-04-14 14:00:00,157.3,130.32,,5.86,66.43,119.23,,123.14,2025-04-14 14:00:00
2025-04-14 15:00:00,151.92,125.44,76.5,6.67,64.7,115.64,74.68,126.32,2025-04-14 15:00:00
2025-04-14 16:00:00,127.4,108.2,79.31,4.13,61.86,101.84,69.22,100.23,2025-04-14 16:00:00
2025-04-14 17:00:00,114.88,95.63,78.08,3.71,,86.4,64.88,83.72,2025-04-14 17:00:00
2025-04-14 18:00:00,,,,,58.52,,60.69,,2025-04-14 18:00:00
2025-04-14 19:00:00,127.84,103.63,84.33,4.73,,102.44,,97.81,2025-04-14 19:00:00
2025-04-14 20:00:00,,,,4.67,55.78,99.39,59.96,98.87,2025-04-14 20:00:00
2025-04-14 21:00:00,130.29,105.02,83.29,,53.63,,60.87,100.02,2025-04-14 21:00:00
2025-04-14 22:00:00,140.4,113.16,81.7,5.1,,101.59,61.8,109.75,2025-04-14 22:00:00
2025-04-14 23:00:00,152.13,121.81,68.57,6.47,52.93,106.23,,119.48,2025-04-14 23:00:00
2025-04-15 00:00:00,150.59,124.58,63.62,7.1,,112.36,57.48,112.02,2025-04-15 00:00:00
2025-04-15 01:00:00,143.69,,61.14,7.88,30.53,110.88,51.89,106.72,2025-04-15 01:00:00
2025-04-15 02:00:00,137.52,119.39,58.58,6.94,,103.93,50.69,100.3,2025-04-15 02:00:00
2025-04-15 03:00:00,132.56,111.79,55.09,,34.48,102.09,48.88,98.22,2025-04-15 03:00:00
2025-04-15 04:00:00,123.21,108.07,55.39,7.38,34.25,97.36,47.74,93.83,2025-04-15 04:00:00
2025-04-15 05:00:00,107.13,100.3,49.29,5.6,33.06,82.22,,81.13,2025-04-15 05:00:00
2025-04-15 06:00:00,91.25,,,4.38,,70.95,50.8,72.2,2025-04-15 06:00:00
2025-04-15 07:00:00,,103.16,48.58,4.41,30.34,,64.78,,2025-04-15 07:00:00
2025-04-15 08:00:00,89.89,106.18,63.28,4.41,44.94,75.9,74.96,69.98,2025-04-15 08:00:00
2025-04-15 09:00:00,0.0,111.45,0.01,4.23,0.0,84.63,0.0,68.56,2025-04-15 09:00:00
2025-04-15 10:00:00,,,0.01,,0.01,85.39,0.0,,2025-04-15 10:00:00
2025-04-15 11:00:00,0.01,113.0,0.01,4.15,,,,67.59,2025-04-15 11:00:00
2025-04-15 12:00:00,,112.14,,3.81,57.48,93.12,79.19,77.04,2025-04-15 12:00:00
2025-04-15 13:00:00,125.25,134.92,74.97,,62.17,,,98.43,2025-04-15 13:00:00
2025-04-15 14:00:00,157.76,137.23,84.6,5.48,63.8,119.02,69.54,125.59,2025-04-15 14:00:00
2025-04-15 15:00:00,152.2,130.6,,6.33,62.23,112.28,75.69,128.97,2025-04-15 15:00:00
2025-04-15 16:00:00,125.31,112.97,85.35,4.17,,99.91,69.45,108.84,2025-04-15 16:00:00
2025-04-15 17:00:00,,99.57,82.58,,72.75,85.93,58.16,79.34,2025-04-15 17:00:00
2025-04-15 18:00:00,112.18,,,3.75,64.18,,,,2025-04-15 18:00:00
2025-04-15 19:00:00,127.34,110.83,85.67,3.97,63.71,100.24,57.97,105.82,2025-04-15 19:00:00
2025-04-15 20:00:00,130.21,,,,,104.15,,,2025-04-15 20:00:00
2025-04-15 21:00:00,145.2,119.68,85.14,5.36,55.36,109.4,60.94,104.17,2025-04-15 21:00:00
2025-04-15 22:00:00,153.17,,83.51,,52.05,,62.83,113.37,2025-04-15 22:00:00
2025-04-15 23:00:00,156.79,133.98,70.58,6.89,48.97,114.6,59.45,120.09,2025-04-15 23:00:00
2025-04-16 00:00:00,,126.67,64.13,7.97,,115.35,56.11,120.08,2025-04-16 00:00:00
2025-04-16 01:00:00,152.44,125.16,63.14,7.78,33.37,112.55,53.28,113.59,2025-04-16 01:00:00
2025-04-16 02:00:00,143.06,120.62,60.37,7.65,35.2,109.18,53.38,109.55,2025-04-16 02:00:00
2025-04-16 03:00:00,135.27,,57.45,,32.27,102.25,49.57,104.15,2025-04-16 03:00:00
2025-04-16 04:00:00,129.32,114.06,56.79,7.32,,101.53,48.08,102.91,2025-04-16 04:00:00
2025-04-16 05:00:00,109.87,101.0,49.63,5.89,32.78,85.02,,86.59,2025-04-16 05:00:00
2025-04-16 06:00:00,89.94,,,4.85,,71.14,53.92,73.98,2025-04-16 06:00:00
2025-04-16 07:00:00,90.84,102.12,49.02,4.57,32.27,,64.06,,2025-04-16 07:00:00
2025-04-16 08:00:00,,110.81,66.3,4.53,39.44,74.71,71.65,72.73,2025-04-16 08:00:00
2025-04-16 09:00:00,94.94,116.58,80.88,4.44,44.01,78.36,76.6,70.97,2025-04-16 09:00:00
2025-04-16 10:00:00,99.44,119.11,84.51,4.5,74.2,80.73,79.38,,2025-04-16 10:00:00
2025-04-16 11:00:00,102.82,,81.23,4.56,66.33,,77.58,69.13,2025-04-16 11:00:00
2025-04-16 12:00:00,110.83,119.4,,,62.52,95.35,65.44,81.07,2025-04-16 12:00:00
2025-04-16 13:00:00,133.47,133.58,79.54,5.05,63.53,,,104.75,2025-04-16 13:00:00
2025-04-16 14:00:00,162.43,140.41,81.23,5.63,63.9,119.73,71.6,128.74,2025-04-16 14:00:00
2025-04-16 15:00:00,162.72,137.8,,5.49,,115.74,75.11,135.12,2025-04-16 15:00:00
2025-04-16 16:00:00,137.8,119.73,85.2,4.85,67.33,99.8,69.33,110.18,2025-04-16 16:00:00
2025-04-16 17:00:00,115.65,100.43,75.25,3.78,59.78,87.79,62.48,89.02,2025-04-16 17:00:00
2025-04-16 18:00:00,,,,,60.32,,,,2025-04-16 18:00:00
2025-04-16 19:00:00,129.22,113.35,86.33,4.39,61.04,102.16,58.98,104.08,2025-04-16 19:00:00
2025-04-16 20:00:00,132.81,,83.57,4.17,60.44,,59.36,,2025-04-16 20:00:00
2025-04-16 21:00:00,136.32,113.24,87.4,4.2,55.71,105.34,58.39,105.02,2025-04-16 21:00:00
2025-04-16 22:00:00,144.92,120.56,82.09,5.7,54.3,,,115.87,2025-04-16 22:00:00
2025-04-16 23:00:00,159.88,130.51,70.87,6.4,52.44,110.79,60.73,124.3,2025-04-16 23:00:00
2025-04-17 00:00:00,159.69,126.01,64.05,7.88,47.17,114.47,54.73,120.21,2025-04-17 00:00:00
2025-04-17 01:00:00,153.96,126.03,61.95,8.14,,115.19,53.29,114.1,2025-04-17 01:00:00
2025-04-17 02:00:00,147.21,119.4,58.46,7.73,33.72,112.39,53.25,109.43,2025-04-17 02:00:00
2025-04-17 03:00:00,143.21,117.41,58.24,,35.67,106.25,51.92,105.24,2025-04-17 03:00:00
2025-04-17 04:00:00,133.94,109.37,55.52,7.21,,97.81,49.25,101.96,2025-04-17 04:00:00
2025-04-17 05:00:00,113.98,102.38,51.36,7.35,32.96,81.27,,88.6,2025-04-17 05:00:00
2025-04-17 06:00:00,,,,5.32,,69.66,55.45,75.71,2025-04-17 06:00:00
2025-04-17 07:00:00,93.78,105.46,50.42,,31.09,,65.23,75.68,2025-04-17 07:00:00
2025-04-17 08:00:00,102.87,113.03,68.09,4.53,41.88,75.56,72.37,,2025-04-17 08:00:00
2025-04-17 09:00:00,,116.08,80.61,,42.82,81.07,76.04,72.25,2025-04-17 09:00:00
2025-04-17 10:00:00,106.35,,88.17,4.85,44.17,84.16,,73.7,2025-04-17 10:00:00
2025-04-17 11:00:00,103.38,116.96,,,49.56,90.16,77.73,,2025-04-17 11:00:00
2025-04-17 12:00:00,114.5,120.34,87.79,3.98,,90.57,77.48,77.95,2025-04-17 12:00:00
2025-04-17 13:00:00,136.82,131.9,78.15,,49.06,,67.91,102.4,2025-04-17 13:00:00
2025-04-17 14:00:00,164.44,138.27,76.39,5.38,53.56,111.82,,133.69,2025-04-17 14:00:00
2025-04-17 15:00:00,159.81,140.84,,6.31,57.75,116.23,73.05,131.12,2025-04-17 15:00:00
2025-04-17 16:00:00,135.42,118.23,80.35,4.75,57.39,103.54,72.31,110.35,2025-04-17 16:00:00
2025-04-17 17:00:00,117.98,101.63,76.54,3.19,53.45,87.85,54.74,80.61,2025-04-17 17:00:00
2025-04-17 18:00:00,,112.75,,,53.5,,,93.7,2025-04-17 18:00:00
2025-04-17 19:00:00,128.63,,88.44,4.76,,99.36,58.61,90.38,2025-04-17 19:00:00
2025-04-17 20:00:00,,108.58,86.91,4.39,53.38,98.65,,87.94,2025-04-17 20:00:00
2025-04-17 21:00:00,123.86,,84.19,,52.63,98.44,55.93,,2025-04-17 21:00:00
2025-04-17 22:00:00,126.11,108.08,76.35,4.57,52.44,99.8,58.71,92.76,2025-04-17 22:00:00
2025-04-17 23:00:00,140.44,120.24,72.86,5.13,51.18,,58.43,105.99,2025-04-17 23:00:00
2025-04-18 00:00:00,147.81,126.29,67.34,6.67,35.92,105.06,,115.52,2025-04-18 00:00:00
2025-04-18 01:00:00,151.63,127.26,67.06,7.69,35.74,112.43,56.87,117.09,2025-04-18 01:00:00
2025-04-18 02:00:00,147.47,123.12,63.61,,,110.16,53.64,113.21,2025-04-18 02:00:00
2025-04-18 03:00:00,140.56,118.1,61.72,7.38,36.58,107.26,53.37,104.74,2025-04-18 03:00:00
2025-04-18 04:00:00,131.71,113.15,58.36,7.18,37.37,101.83,49.95,104.05,2025-04-18 04:00:00
2025-04-18 05:00:00,119.95,106.76,55.61,5.96,,86.39,47.36,93.39,2025-04-18 05:00:00
2025-04-18 06:00:00,,,,,30.29,81.43,,,2025-04-18 06:00:00
2025-04-18 07:00:00,119.67,110.29,55.09,5.84,34.25,,46.57,97.68,2025-04-18 07:00:00
2025-04-18 08:00:00,116.84,110.67,64.19,5.35,45.31,84.82,48.61,95.76,2025-04-18 08:00:00
2025-04-18 09:00:00,,,77.6,4.5,52.4,,54.66,,2025-04-18 09:00:00
2025-04-18 10:00:00,124.81,106.69,80.45,3.76,50.39,86.87,57.97,96.04,2025-04-18 10:00:00
2025-04-18 11:00:00,,102.35,77.16,,,81.54,50.11,94.71,2025-04-18 11:00:00
2025-04-18 12:00:00,123.29,,,3.87,51.11,,,91.73,2025-04-18 12:00:00
2025-04-18 13:00:00,142.14,116.75,77.51,5.3,,93.52,49.1,99.79,2025-04-18 13:00:00
2025-04-18 14:00:00,158.5,132.16,,6.47,53.78,110.34,56.62,118.51,2025-04-18 14:00:00
2025-04-18 15:00:00,153.76,123.37,73.86,5.76,58.22,114.48,63.43,123.96,2025-04-18 15:00:00
2025-04-18 16:00:00,129.07,111.2,80.32,3.65,,95.23,57.92,92.9,2025-04-18 16:00:00
2025-04-18 17:00:00,108.15,91.89,73.76,3.63,59.89,82.61,53.75,72.06,2025-04-18 17:00:00
2025-04-18 18:00:00,118.03,102.21,,,59.36,,,,2025-04-18 18:00:00
2025-04-18 19:00:00,120.94,,84.69,3.97,,93.97,58.85,84.8,2025-04-18 19:00:00
2025-04-18 20:00:00,,97.42,,4.35,53.69,,55.8,79.75,2025-04-18 20:00:00
2025-04-18 21:00:00,119.87,,80.36,,49.98,87.7,,,2025-04-18 21:00:00
2025-04-18 22:00:00,120.85,98.94,74.02,5.16,49.35,90.85,57.5,82.5,2025-04-18 22:00:00
2025-04-18 23:00:00,136.66,109.08,66.74,,44.11,94.85,56.35,98.06,2025-04-18 23:00:00
2025-04-19 00:00:00,150.47,119.37,64.81,5.79,30.54,104.64,,114.56,2025-04-19 00:00:00
2025-04-19 01:00:00,144.29,124.9,62.99,6.8,,,51.51,110.22,2025-04-19 01:00:00
2025-04-19 02:00:00,138.68,119.98,,7.32,28.58,106.6,,105.38,2025-04-19 02:00:00
2025-04-19 03:00:00,135.22,114.0,59.69,7.38,,99.91,51.29,102.44,2025-04-19 03:00:00
2025-04-19 04:00:00,131.52,108.65,,6.39,31.01,95.03,51.1,99.36,2025-04-19 04:00:00
2025-04-19 05:00:00,117.88,102.94,56.55,6.06,27.88,83.47,46.64,93.56,2025-04-19 05:00:00
2025-04-19 06:00:00,,,,5.86,,,,,2025-04-19 06:00:00
2025-04-19 07:00:00,107.82,99.83,52.63,5.35,28.42,72.92,46.88,90.34,2025-04-19 07:00:00
2025-04-19 08:00:00,,101.72,64.24,,47.24,,50.01,90.69,2025-04-19 08:00:00
2025-04-19 09:00:00,105.65,98.84,77.43,5.32,51.11,81.49,56.4,82.5,2025-04-19 09:00:00
2025-04-19 10:00:00,107.95,,77.86,5.14,49.72,,59.24,,2025-04-19 10:00:00
2025-04-19 11:00:00,,95.98,,4.47,48.66,81.24,59.72,80.44,2025-04-19 11:00:00
2025-04-19 12:00:00,116.06,102.54,76.1,4.06,50.01,85.49,57.23,91.0,2025-04-19 12:00:00
2025-04-19 13:00:00,124.84,110.04,,4.97,53.97,,,97.43,2025-04-19 13:00:00
2025-04-19 14:00:00,137.33,117.62,71.36,5.02,57.18,108.45,59.24,112.81,2025-04-19 14:00:00
2025-04-19 15:00:00,144.41,118.76,72.79,4.83,59.74,99.63,57.56,114.35,2025-04-19 15:00:00
2025-04-19 16:00:00,113.69,104.46,77.67,4.06,61.25,91.29,55.2,88.04,2025-04-19 16:00:00
2025-04-19 17:00:00,105.5,,73.33,3.78,57.35,79.18,53.5,,2025-04-19 17:00:00
2025-04-19 18:00:00,,84.51,,4.28,57.23,,,68.06,2025-04-19 18:00:00
2025-04-19 19:00:00,122.17,102.6,88.22,4.15,,91.69,55.59,92.55,2025-04-19 19:00:00
2025-04-19 20:00:00,121.66,102.5,83.48,,56.6,93.31,,,2025-04-19 20:00:00
2025-04-19 21:00:00,,,80.6,4.5,51.71,95.26,53.26,85.87,2025-04-19 21:00:00
2025-04-19 22:00:00,125.7,106.91,76.85,5.52,50.1,,58.57,107.47,2025-04-19 22:00:00
2025-04-19 23:00:00,138.65,117.54,67.85,7.54,47.48,98.43,56.08,107.01,2025-04-19 23:00:00
2025-04-20 00:00:00,139.66,112.96,61.22,7.43,29.15,102.28,50.8,104.17,2025-04-20 00:00:00
2025-04-20 01:00:00,134.17,110.72,58.08,7.27,,106.12,48.21,98.57,2025-04-20 01:00:00
2025-04-20 02:00:00,129.79,107.9,55.45,7.21,27.06,101.53,48.58,96.51,2025-04-20 02:00:00
2025-04-20 03:00:00,124.47,101.06,52.46,6.74,26.71,,48.31,,2025-04-20 03:00:00
2025-04-20 04:00:00,120.02,97.18,51.32,6.81,28.7,96.36,44.15,91.75,2025-04-20 04:00:00
2025-04-20 05:00:00,100.83,,46.41,5.82,29.24,75.27,,74.08,2025-04-20 05:00:00
2025-04-20 06:00:00,,93.71,,4.26,,,53.29,62.07,2025-04-20 06:00:00
2025-04-20 07:00:00,87.44,92.57,44.91,,27.75,67.28,63.39,60.37,2025-04-20 07:00:00
2025-04-20 08:00:00,86.08,,55.36,4.67,51.04,68.47,67.68,,2025-04-20 08:00:00
2025-04-20 09:00:00,,96.23,71.47,3.97,55.97,76.38,71.69,62.27,2025-04-20 09:00:00
2025-04-20 10:00:00,89.29,93.08,75.69,,,77.84,73.9,60.82,2025-04-20 10:00:00
2025-04-20 11:00:00,87.38,96.9,76.07,3.9,54.16,,72.94,57.83,2025-04-20 11:00:00
2025-04-20 12:00:00,98.18,96.43,75.9,4.97,57.22,84.03,73.23,63.72,2025-04-20 12:00:00
2025-04-20 13:00:00,107.85,107.47,,,,,,81.7,2025-04-20 13:00:00
2025-04-20 14:00:00,131.27,118.76,71.28,5.02,56.85,108.56,65.14,100.87,2025-04-20 14:00:00
2025-04-20 15:00:00,139.56,116.44,72.35,6.42,,104.95,70.9,108.36,2025-04-20 15:00:00
2025-04-20 16:00:00,120.63,96.95,74.81,4.83,58.92,94.32,64.9,91.97,2025-04-20 16:00:00
2025-04-20 17:00:00,105.19,87.59,76.23,4.0,57.09,82.39,52.21,73.9,2025-04-20 17:00:00
2025-04-20 18:00:00,,,,,57.47,,,,2025-04-20 18:00:00
2025-04-20 19:00:00,114.66,94.57,75.68,3.82,54.8,88.47,54.45,82.31,2025-04-20 19:00:00
2025-04-20 20:00:00,113.09,,,4.04,,92.92,55.9,83.03,2025-04-20 20:00:00
2025-04-20 21:00:00,120.69,94.6,75.06,4.1,55.08,94.71,55.08,85.62,2025-04-20 21:00:00
2025-04-20 22:00:00,124.75,101.08,72.6,4.41,49.26,,,102.59,2025-04-20 22:00:00
2025-04-20 23:00:00,131.93,108.12,61.89,6.09,43.61,98.51,54.27,99.53,2025-04-20 23:00:00
2025-04-21 00:00:00,132.73,107.48,55.64,6.43,29.09,101.42,50.16,94.52,2025-04-21 00:00:00
2025-04-21 01:00:00,127.05,104.21,54.93,6.93,,99.13,47.17,91.88,2025-04-21 01:00:00
2025-04-21 02:00:00,,100.51,51.93,,28.98,97.93,,90.33,2025-04-21 02:00:00
2025-04-21 03:00:00,123.56,96.13,,6.34,33.6,93.9,46.2,,2025-04-21 03:00:00
2025-04-21 04:00:00,117.9,93.23,52.06,6.26,33.14,89.34,42.88,85.02,2025-04-21 04:00:00
2025-04-21 05:00:00,94.11,,44.88,5.14,31.55,71.91,,72.72,2025-04-21 05:00:00
2025-04-21 06:00:00,82.46,84.14,,4.91,,64.63,52.65,61.98,2025-04-21 06:00:00
2025-04-21 07:00:00,,88.67,45.88,,30.76,,59.67,,2025-04-21 07:00:00
2025-04-21 08:00:00,82.08,91.54,54.13,3.81,38.47,63.78,70.53,64.75,2025-04-21 08:00:00
2025-04-21 09:00:00,86.14,95.79,70.73,3.5,48.62,72.35,71.77,,2025-04-21 09:00:00
2025-04-21 10:00:00,89.81,,76.54,4.15,50.93,77.55,75.25,62.35,2025-04-21 10:00:00
2025-04-21 11:00:00,89.07,99.32,,3.75,51.48,,75.6,,2025-04-21 11:00:00
2025-04-21 12:00:00,94.15,101.28,73.67,,,84.14,72.41,64.22,2025-04-21 12:00:00
2025-04-21 13:00:00,108.65,113.05,,3.56,51.64,,,80.25,2025-04-21 13:00:00
2025-04-21 14:00:00,128.72,117.82,70.97,6.49,51.33,111.16,63.85,106.26,2025-04-21 14:00:00
2025-04-21 15:00:00,140.22,118.55,,5.96,,102.92,70.8,112.87,2025-04-21 15:00:00
2025-04-21 16:00:00,118.11,97.47,75.88,4.8,54.25,90.05,63.69,90.65,2025-04-21 16:00:00
2025-04-21 17:00:00,104.34,88.36,71.9,3.13,51.65,82.4,53.75,74.65,2025-04-21 17:00:00
2025-04-21 18:00:00,,,,,52.37,,,88.45,2025-04-21 18:00:00
2025-04-21 19:00:00,112.64,95.06,78.27,3.41,,94.59,55.77,87.53,2025-04-21 19:00:00
2025-04-21 20:00:00,,97.77,,3.63,52.53,92.17,54.19,,2025-04-21 20:00:00
2025-04-21 21:00:00,112.11,,72.7,5.07,52.08,,52.25,85.35,2025-04-21 21:00:00
2025-04-21 22:00:00,128.85,102.47,70.27,,49.51,90.69,52.88,105.36,2025-04-21 22:00:00
2025-04-21 23:00:00,,109.43,63.49,5.64,46.35,96.1,50.96,101.27,2025-04-21 23:00:00
2025-04-22 00:00:00,132.6,105.88,56.28,7.37,30.84,100.89,49.02,96.3,2025-04-22 00:00:00
2025-04-22 01:00:00,128.5,,55.53,6.47,,,,93.5,2025-04-22 01:00:00
2025-04-22 02:00:00,125.04,102.81,54.0,6.08,29.75,98.06,46.86,90.27,2025-04-22 02:00:00
2025-04-22 03:00:00,120.0,96.51,50.35,6.14,27.82,92.74,46.32,86.15,2025-04-22 03:00:00
2025-04-22 04:00:00,113.22,91.04,48.46,5.48,,88.1,44.99,84.57,2025-04-22 04:00:00
2025-04-22 05:00:00,94.09,,43.84,4.89,28.96,70.74,,70.01,2025-04-22 05:00:00
2025-04-22 06:00:00,79.47,84.3,,4.0,27.55,60.62,52.41,60.79,2025-04-22 06:00:00
2025-04-22 07:00:00,,89.83,42.6,,,,59.9,59.5,2025-04-22 07:00:00
2025-04-22 08:00:00,87.43,95.92,53.13,3.93,34.7,63.77,63.56,62.11,2025-04-22 08:00:00
2025-04-22 09:00:00,,101.31,70.75,3.81,39.32,78.23,73.04,61.03,2025-04-22 09:00:00
2025-04-22 10:00:00,88.7,,73.29,3.43,42.5,77.57,,,2025-04-22 10:00:00
2025-04-22 11:00:00,92.27,99.28,73.04,3.69,45.0,,70.93,61.79,2025-04-22 11:00:00
2025-04-22 12:00:00,99.45,102.84,,,48.63,85.48,71.66,68.24,2025-04-22 12:00:00
2025-04-22 13:00:00,116.02,112.11,70.2,4.12,,,,83.5,2025-04-22 13:00:00
2025-04-22 14:00:00,139.62,126.39,69.48,5.93,55.08,105.78,68.43,115.35,2025-04-22 14:00:00
2025-04-22 15:00:00,149.41,120.14,,5.58,,112.18,70.9,116.09,2025-04-22 15:00:00
2025-04-22 16:00:00,124.55,102.03,73.74,4.83,58.29,93.18,65.25,98.49,2025-04-22 16:00:00
2025-04-22 17:00:00,108.3,,70.21,4.07,56.79,80.31,57.51,75.74,2025-04-22 17:00:00
2025-04-22 18:00:00,116.18,87.92,,3.47,,,,,2025-04-22 18:00:00
2025-04-22 19:00:00,,100.14,77.86,,61.28,93.2,56.3,95.38,2025-04-22 19:00:00
2025-04-22 20:00:00,118.96,102.88,73.8,4.47,57.26,98.15,57.19,87.98,2025-04-22 20:00:00
2025-04-22 21:00:00,121.38,,74.07,,56.3,,54.79,,2025-04-22 21:00:00
2025-04-22 22:00:00,129.2,105.18,74.93,4.44,50.58,98.15,54.35,94.25,2025-04-22 22:00:00
2025-04-22 23:00:00,139.8,118.39,65.19,6.62,49.29,98.4,53.7,105.3,2025-04-22 23:00:00
2025-04-23 00:00:00,141.36,116.27,60.52,6.42,39.11,103.79,53.75,,2025-04-23 00:00:00
2025-04-23 01:00:00,139.02,,,,,106.03,49.18,101.3,2025-04-23 01:00:00
2025-04-23 02:00:00,132.6,109.34,58.86,7.1,37.24,105.08,,98.91,2025-04-23 02:00:00
2025-04-23 03:00:00,131.06,104.52,55.52,6.14,36.65,100.57,48.88,,2025-04-23 03:00:00
2025-04-23 04:00:00,121.69,101.47,52.11,6.3,,95.31,45.09,93.49,2025-04-23 04:00:00
2025-04-23 05:00:00,104.27,94.87,46.07,5.38,33.55,75.57,,78.5,2025-04-23 05:00:00
2025-04-23 06:00:00,88.63,96.19,,3.97,,66.8,56.72,68.47,2025-04-23 06:00:00
2025-04-23 07:00:00,,,47.77,3.78,32.26,,66.39,,2025-04-23 07:00:00
2025-04-23 08:00:00,91.26,103.13,58.01,,52.08,66.83,68.21,68.22,2025-04-23 08:00:00
2025-04-23 09:00:00,94.38,104.8,73.3,3.65,49.66,76.82,79.08,68.89,2025-04-23 09:00:00
2025-04-23 10:00:00,101.11,105.05,79.94,4.15,54.3,84.3,,65.72,2025-04-23 10:00:00
2025-04-23 11:00:00,,107.92,80.17,3.69,53.48,,79.87,,2025-04-23 11:00:00
2025-04-23 12:00:00,108.46,,77.82,3.93,57.63,87.85,76.0,72.79,2025-04-23 12:00:00
2025-04-23 13:00:00,121.15,117.0,74.93,,61.56,,,91.22,2025-04-23 13:00:00
2025-04-23 14:00:00,147.68,128.19,75.02,5.29,63.93,119.07,68.76,122.29,2025-04-23 14:00:00
2025-04-23 15:00:00,154.59,132.28,,6.02,63.58,116.27,81.59,129.76,2025-04-23 15:00:00
2025-04-23 16:00:00,134.27,110.25,76.95,4.78,,103.54,76.04,109.4,2025-04-23 16:00:00
2025-04-23 17:00:00,114.63,97.05,72.92,,64.31,89.89,64.65,83.57,2025-04-23 17:00:00
2025-04-23 18:00:00,,,,3.65,64.24,,,,2025-04-23 18:00:00
2025-04-23 19:00:00,126.19,108.42,85.52,4.34,60.97,102.16,61.85,103.64,2025-04-23 19:00:00
2025-04-23 20:00:00,128.66,109.49,,4.35,,107.11,64.65,,2025-04-23 20:00:00
2025-04-23 21:00:00,142.61,113.08,83.82,4.23,60.1,106.32,63.68,100.59,2025-04-23 21:00:00
2025-04-23 22:00:00,,,78.8,4.76,57.6,,62.65,108.75,2025-04-23 22:00:00
2025-04-23 23:00:00,152.25,122.77,73.61,5.58,54.54,107.66,62.83,119.27,2025-04-23 23:00:00
2025-04-24 00:00:00,155.59,124.71,64.09,6.93,31.64,116.83,55.72,116.11,2025-04-24 00:00:00
2025-04-24 01:00:00,146.5,117.4,60.02,7.05,,111.43,50.96,110.94,2025-04-24 01:00:00
2025-04-24 02:00:00,139.28,111.22,,7.06,28.02,108.07,50.33,105.19,2025-04-24 02:00:00
2025-04-24 03:00:00,,109.65,58.41,,28.42,104.93,49.94,101.37,2025-04-24 03:00:00
2025-04-24 04:00:00,136.51,104.18,53.79,6.39,,98.16,46.17,98.66,2025-04-24 04:00:00
2025-04-24 05:00:00,106.97,92.32,48.62,5.68,29.49,79.09,,81.2,2025-04-24 05:00:00
2025-04-24 06:00:00,,,,,27.2,69.69,55.31,71.18,2025-04-24 06:00:00
2025-04-24 07:00:00,90.0,104.45,51.42,4.98,,,64.51,,2025-04-24 07:00:00
2025-04-24 08:00:00,93.05,,63.47,4.69,37.91,72.22,77.36,74.91,2025-04-24 08:00:00
2025-04-24 09:00:00,,109.94,84.35,4.59,44.06,80.69,,,2025-04-24 09:00:00
2025-04-24 10:00:00,97.93,,,,49.31,90.82,79.13,74.34,2025-04-24 10:00:00
2025-04-24 11:00:00,101.53,111.86,84.09,4.59,52.09,94.78,82.09,77.16,2025-04-24 11:00:00
2025-04-24 12:00:00,113.34,118.54,83.29,,63.06,95.5,81.39,85.7,2025-04-24 12:00:00
2025-04-24 13:00:00,135.84,130.52,,4.97,,,,106.16,2025-04-24 13:00:00
2025-04-24 14:00:00,162.24,137.09,80.29,5.64,60.66,115.24,73.89,125.01,2025-04-24 14:00:00
2025-04-24 15:00:00,155.43,131.53,,5.05,60.81,123.34,85.9,140.31,2025-04-24 15:00:00
2025-04-24 16:00:00,137.1,122.55,80.25,3.98,61.48,105.06,79.09,111.04,2025-04-24 16:00:00
2025-04-24 17:00:00,114.98,104.46,84.57,3.53,,93.42,67.71,88.06,2025-04-24 17:00:00
2025-04-24 18:00:00,,,,,57.5,,,,2025-04-24 18:00:00
