,PS:AL KHABOURAH 01,,,,,,,
Time,KHBR01_K_LN01_Q0_Y_PH_I,KHBR01_K_LN02_Q0_Y_PH_I,KHBR01_K_LN03_Q0_Y_PH_I,KHBR01_K_LN04_Q0_Y_PH_I,KHBR01_K_LN05_Q0_Y_PH_I,KHBR01_K_LN06_Q0_Y_PH_I,KHBR01_K_LN07_Q0_Y_PH_I,KHBR01_K_LN08_Q0_Y_PH_I
2025-08-01 07,149.51,134.18,64.03,5.84,50.88,105.24,57.23,114.56
2025-08-01 08,149.90,135.21,82.75,5.49,54.58,108.04,64.44,119.29
2025-08-01 09,151.05,136.26,96.41,5.71,65.38,111.24,72.45,120.20
2025-08-01 10,163.35,,98.44,5.90,67.25,110.41,71.02,116.01
2025-08-01 11,157.54,129.72,87.88,5.99,68.84,103.06,69.01,118.88
2025-08-01 12,,130.84,,,67.14,,,117.88
2025-08-01 13,178.29,140.41,91.00,5.96,69.29,127.94,66.37,126.17
2025-08-01 14,179.04,149.67,,,,132.34,69.45,133.13
2025-08-01 15,180.29,143.77,90.82,6.30,72.62,133.57,73.67,139.47
2025-08-01 16,149.39,122.80,95.94,,71.06,120.49,76.92,102.28
2025-08-01 17,128.68,,96.80,4.76,,,65.99,
2025-08-01 18,,111.82,94.50,6.17,70.87,100.13,,88.17
2025-08-01 19,146.56,127.43,103.63,6.50,69.93,116.56,71.14,109.35
2025-08-01 20,148.57,125.67,,6.58,69.17,,72.54,107.33
2025-08-01 21,157.34,124.58,97.01,5.86,,115.96,69.76,104.61
2025-08-01 22,169.75,128.68,94.95,7.06,67.75,124.87,,120.05
2025-08-01 23,175.36,136.89,89.74,7.16,62.84,126.13,63.91,127.87
2025-08-02 00,177.66,140.86,,7.82,51.89,130.74,59.59,133.31
2025-08-02 01,,138.15,75.72,8.03,,131.30,61.98,135.02
2025-08-02 02,167.64,138.74,,8.28,48.03,131.81,60.84,132.02
2025-08-02 03,,138.32,69.29,8.50,50.06,130.68,,
2025-08-02 04,159.82,138.01,63.80,8.20,49.59,121.51,59.27,129.07
2025-08-02 05,139.78,,60.90,7.95,50.04,,57.73,113.10
2025-08-02 06,,122.49,,7.13,51.30,103.79,55.02,
2025-08-02 07,137.35,122.29,64.43,6.62,48.63,97.17,55.89,107.44
2025-08-02 08,139.44,126.29,87.60,6.23,59.08,102.31,66.73,106.79
2025-08-02 09,145.26,129.64,97.46,6.69,62.40,114.82,69.17,106.70
2025-08-02 10,151.88,127.89,101.18,6.53,64.95,115.16,70.87,107.13
2025-08-02 11,153.64,126.64,100.18,6.69,68.69,117.10,69.14,113.88
2025-08-02 12,158.12,133.32,99.96,6.93,69.77,121.89,71.99,118.79
2025-08-02 13,165.58,135.46,85.18,6.83,,125.13,,125.64
2025-08-02 14,173.31,144.13,,7.19,67.72,134.61,65.38,133.76
2025-08-02 15,174.53,144.69,84.57,7.37,65.86,133.53,66.73,140.51
2025-08-02 16,142.59,120.08,92.93,,71.69,117.03,72.94,108.48
2025-08-02 17,,,,5.16,68.19,,62.93,
2025-08-02 18,127.49,107.58,88.79,4.54,69.36,100.67,,89.84
2025-08-02 19,157.18,126.70,97.83,4.86,,120.24,66.68,110.15
2025-08-02 20,156.55,128.27,,5.26,66.65,123.12,67.74,110.26
2025-08-02 21,156.19,,96.51,5.41,64.68,,67.37,108.81
2025-08-02 22,164.10,125.66,92.26,6.06,63.36,122.89,68.07,115.95
2025-08-02 23,165.52,131.15,74.93,6.67,59.97,127.09,,125.92
2025-08-03 00,168.04,134.55,70.29,7.79,50.30,132.31,64.28,127.04
2025-08-03 01,167.22,135.37,65.79,7.76,,125.64,62.57,
2025-08-03 02,,131.31,,,49.19,126.05,58.38,124.78
2025-08-03 03,158.02,131.94,63.11,6.99,49.53,124.47,57.88,121.50
2025-08-03 04,149.48,129.91,,,,115.65,57.44,121.18
2025-08-03 05,135.42,,58.35,7.27,48.94,97.47,54.70,
2025-08-03 06,,131.61,59.09,,46.53,,52.58,101.91
2025-08-03 07,132.93,129.22,63.62,5.73,47.27,94.18,,101.17
2025-08-03 08,131.94,131.26,84.47,4.97,53.54,93.80,57.31,101.18
2025-08-03 09,134.89,138.24,97.78,5.27,60.16,105.71,65.79,102.51
2025-08-03 10,139.00,139.84,105.22,5.61,66.80,107.68,65.16,103.13
2025-08-03 11,142.96,,,5.58,67.77,116.03,64.05,107.66
2025-08-03 12,152.45,150.28,105.47,5.90,72.76,,68.31,115.83
2025-08-03 13,160.42,,,5.76,,121.48,,124.50
2025-08-03 14,171.80,141.95,89.96,6.39,69.67,132.30,65.76,130.20
2025-08-03 15,175.77,140.91,,6.33,,119.81,64.16,134.46
2025-08-03 16,139.93,119.10,93.01,5.61,71.84,115.08,67.14,98.84
2025-08-03 17,,,93.49,5.13,72.73,,,
2025-08-03 18,126.16,113.93,89.27,4.09,69.63,101.72,62.68,86.91
2025-08-03 19,145.77,128.62,96.55,4.82,69.64,112.78,64.46,106.63
2025-08-03 20,148.57,,96.35,5.93,66.92,115.19,60.90,106.76
2025-08-03 21,154.33,121.56,97.09,,65.51,,63.20,104.56
2025-08-03 22,156.07,127.40,89.17,6.89,64.88,114.64,68.56,116.28
2025-08-03 23,161.34,131.11,79.40,6.97,62.30,121.24,66.68,124.56
2025-08-04 00,163.29,133.67,72.98,7.53,,127.04,63.56,127.11
2025-08-04 01,159.94,131.11,67.84,6.56,46.86,124.59,59.09,122.55
2025-08-04 02,,127.18,,,45.13,122.73,,118.95
2025-08-04 03,155.06,,64.48,6.83,46.39,120.11,58.70,
2025-08-04 04,151.08,127.49,62.11,,46.20,111.64,58.01,118.83
2025-08-04 05,,,,6.53,42.73,97.52,,98.97
2025-08-04 06,131.68,121.97,56.97,,39.51,,53.94,
2025-08-04 07,128.47,123.61,63.47,5.20,42.38,91.29,53.63,98.69
2025-08-04 08,130.61,128.90,80.70,5.29,53.51,91.51,63.30,97.93
2025-08-04 09,136.43,131.42,94.35,5.64,57.16,103.00,68.43,98.06
2025-08-04 10,137.95,128.28,97.62,5.60,63.72,107.99,68.82,102.98
2025-08-04 11,142.40,,99.92,5.45,64.85,107.92,66.36,106.07
2025-08-04 12,151.38,137.35,100.11,5.45,66.23,112.94,73.04,116.88
2025-08-04 13,157.81,139.56,83.88,5.82,65.50,119.86,,122.11
2025-08-04 14,173.75,136.91,81.81,6.97,65.55,127.75,67.12,128.28
2025-08-04 15,166.57,127.20,,,66.80,118.23,65.10,131.06
2025-08-04 16,137.31,,91.51,5.79,70.96,115.51,66.05,102.85
2025-08-04 17,,113.69,91.00,,,,,
2025-08-04 18,124.65,103.33,,3.84,66.96,98.75,61.16,87.22
2025-08-04 19,143.90,117.59,97.49,5.17,68.84,110.54,64.72,110.78
2025-08-04 20,144.86,115.17,97.91,5.16,69.03,113.10,66.96,111.36
2025-08-04 21,152.51,109.27,93.20,5.61,66.81,,,104.83
2025-08-04 22,156.41,,85.01,6.11,63.66,116.23,65.54,111.96
2025-08-04 23,162.96,116.64,79.56,6.37,53.60,120.68,63.75,123.10
2025-08-05 00,160.10,120.81,,6.61,47.48,121.26,63.72,124.58
2025-08-05 01,154.88,121.97,70.84,6.75,46.19,,61.26,120.46
2025-08-05 02,,120.63,66.84,6.39,,120.61,58.05,
2025-08-05 03,153.45,,63.36,6.86,44.65,117.82,57.57,118.33
2025-08-05 04,148.70,119.36,58.54,6.89,49.28,114.70,55.92,118.26
2025-08-05 05,132.65,,,6.78,,93.68,53.79,
2025-08-05 06,,119.57,55.90,6.05,43.70,,50.44,99.17
2025-08-05 07,127.26,121.67,62.17,5.05,49.06,91.13,,
2025-08-05 08,129.47,122.25,80.01,,56.11,86.72,58.42,91.92
2025-08-05 09,135.20,127.29,92.79,5.04,57.79,94.76,63.23,91.09
2025-08-05 10,139.46,130.67,96.71,5.29,62.48,100.51,65.88,97.49
2025-08-05 11,138.81,,98.41,,62.81,108.43,65.79,99.91
2025-08-05 12,152.28,134.23,94.91,5.65,66.84,109.15,64.24,115.20
2025-08-05 13,159.89,137.17,86.91,5.41,66.93,111.35,65.22,118.82
2025-08-05 14,171.36,133.97,,5.65,,123.68,63.56,130.27
2025-08-05 15,175.25,122.74,83.43,5.36,65.31,,65.54,132.71
2025-08-05 16,144.59,113.56,92.32,4.42,71.38,112.61,67.28,99.14
2025-08-05 17,,,84.77,,68.03,,63.81,
2025-08-05 18,131.47,99.09,,3.75,70.07,94.11,,82.94
2025-08-05 19,157.07,116.69,93.56,4.06,70.29,110.16,66.54,106.67
2025-08-05 20,155.76,116.93,94.21,5.76,66.46,113.13,64.68,108.53
2025-08-05 21,154.24,117.06,96.83,5.38,62.83,111.99,,105.58
2025-08-05 22,157.65,118.60,91.42,5.89,62.92,117.53,68.29,119.90
2025-08-05 23,165.71,120.14,77.33,7.62,55.23,118.85,66.96,126.76
2025-08-06 00,169.93,129.88,72.29,7.47,48.00,124.69,64.21,130.04
2025-08-06 01,165.27,129.59,68.92,,,124.34,59.81,130.10
2025-08-06 02,159.84,130.67,,7.09,44.99,123.65,60.06,129.59
2025-08-06 03,157.58,126.30,65.57,7.06,46.77,121.94,59.18,
2025-08-06 04,155.94,124.53,63.14,7.05,47.83,110.53,,124.59
2025-08-06 05,146.64,122.63,61.10,,,96.41,56.79,
2025-08-06 06,136.13,124.33,55.97,6.21,40.15,,52.93,102.06
2025-08-06 07,131.50,132.56,61.29,6.17,44.34,92.71,55.27,97.78
2025-08-06 08,137.64,,84.47,,57.01,93.50,62.79,97.09
2025-08-06 09,144.63,130.02,95.70,6.31,63.52,104.45,67.93,
2025-08-06 10,148.85,131.49,97.96,5.58,74.39,110.04,70.78,99.47
2025-08-06 11,147.95,137.57,100.54,,71.46,112.83,68.81,107.48
2025-08-06 12,152.00,143.47,101.18,6.04,69.77,116.91,67.75,116.21
2025-08-06 13,161.96,148.78,,5.65,69.06,119.62,,127.59
2025-08-06 14,177.34,,89.43,6.23,72.23,129.95,70.02,135.97
2025-08-06 15,175.03,145.29,89.01,5.98,74.80,128.18,,142.33
2025-08-06 16,137.95,117.16,94.32,4.01,,118.45,69.69,107.67
2025-08-06 17,,,88.42,,74.43,102.69,63.87,
2025-08-06 18,130.29,111.46,,3.90,73.63,,,90.18
2025-08-06 19,148.45,126.67,98.43,5.24,68.82,116.94,66.35,112.87
2025-08-06 20,145.63,127.72,98.62,5.23,70.64,117.85,68.65,108.36
2025-08-06 21,151.63,125.06,,,,116.83,67.18,110.23
2025-08-06 22,167.38,124.74,94.21,5.48,66.61,121.47,64.59,122.73
2025-08-06 23,165.94,131.90,89.17,7.21,,122.33,64.87,130.41
2025-08-07 00,167.73,133.36,72.20,7.68,59.55,125.85,64.03,132.91
2025-08-07 01,160.73,131.20,,7.71,,125.63,60.03,
2025-08-07 02,,,68.88,7.40,47.32,123.93,,128.11
2025-08-07 03,157.13,127.67,65.36,7.21,47.11,122.13,56.11,
2025-08-07 04,152.73,126.83,61.06,7.02,48.68,120.59,55.21,128.08
2025-08-07 05,133.60,,,7.30,48.44,116.94,,105.27
2025-08-07 06,,122.42,56.85,5.82,48.36,,50.48,
2025-08-07 07,135.66,126.74,63.05,,49.60,94.27,51.95,103.22
2025-08-07 08,134.38,130.33,85.33,5.27,59.33,95.06,59.90,102.53
2025-08-07 09,141.89,142.52,99.51,5.87,63.25,105.68,65.16,104.62
2025-08-07 10,144.07,144.00,100.84,5.89,64.02,108.74,69.13,104.05
2025-08-07 11,150.47,145.27,100.89,5.55,67.93,116.39,71.24,112.56
2025-08-07 12,160.10,147.93,100.37,,70.77,115.54,71.75,122.26
2025-08-07 13,170.54,151.50,88.80,5.24,,121.57,,133.82
2025-08-07 14,178.44,149.60,,5.46,68.95,127.40,66.39,142.37
2025-08-07 15,178.95,143.68,87.67,6.50,68.56,128.31,70.12,132.44
2025-08-07 16,,136.62,91.78,4.38,70.45,117.76,70.78,102.81
2025-08-07 17,145.36,,92.67,,68.07,,71.94,
2025-08-07 18,139.69,112.05,89.92,4.42,64.06,104.17,66.15,90.25
2025-08-07 19,155.85,123.42,103.39,5.08,,115.16,70.56,109.49
2025-08-07 20,156.60,124.52,99.31,6.15,66.77,119.30,69.69,105.93
2025-08-07 21,163.89,128.28,98.66,5.92,63.61,,63.69,106.40
2025-08-07 22,167.34,,89.58,7.66,,121.57,,119.23
2025-08-07 23,175.52,132.85,79.85,,62.05,123.42,63.18,129.76
2025-08-08 00,174.16,136.32,,7.49,45.85,131.31,62.98,132.62
2025-08-08 01,172.11,138.20,73.80,7.25,,132.56,60.34,132.56
2025-08-08 02,169.31,,67.94,7.12,45.41,126.93,60.46,128.78
2025-08-08 03,161.30,131.02,,7.78,45.32,,,129.20
2025-08-08 04,162.85,128.69,64.16,,47.80,124.03,59.87,122.89
2025-08-08 05,145.48,,,7.44,47.81,,56.34,
2025-08-08 06,,118.57,60.62,5.96,47.20,104.05,,112.58
2025-08-08 07,140.51,120.87,62.90,5.79,55.42,100.74,53.66,105.17
2025-08-08 08,,,83.92,,,97.87,58.82,105.52
2025-08-08 09,136.87,116.99,91.78,5.00,57.35,100.59,61.26,106.69
2025-08-08 10,143.15,118.80,93.58,,60.69,103.41,63.44,102.13
2025-08-08 11,,118.36,93.89,5.26,,103.73,53.28,107.01
2025-08-08 12,147.98,113.87,,5.71,65.32,,,106.72
2025-08-08 13,166.34,132.08,87.54,6.17,64.73,119.70,62.11,121.31
2025-08-08 14,178.04,137.22,87.54,5.65,63.87,126.95,65.23,128.21
2025-08-08 15,179.46,135.78,85.30,4.22,65.47,130.13,,135.97
2025-08-08 16,151.09,118.23,96.70,3.71,68.79,115.58,69.99,100.71
2025-08-08 17,129.64,,,,66.89,99.10,,
2025-08-08 18,,115.57,93.14,3.34,63.03,,64.19,85.49
2025-08-08 19,148.67,125.41,102.32,4.72,,111.95,69.14,105.18
2025-08-08 20,154.37,,,5.08,67.27,114.23,68.19,101.85
2025-08-08 21,155.09,116.61,97.81,4.42,,,,
2025-08-08 22,167.06,116.24,96.71,5.61,61.85,119.42,64.79,116.96
2025-08-08 23,170.28,126.96,82.90,6.90,56.71,125.57,63.71,129.12
2025-08-09 00,173.49,132.34,,7.15,,127.92,63.25,134.13
2025-08-09 01,,131.74,76.58,6.81,47.65,127.86,59.14,131.62
2025-08-09 02,167.54,124.90,,,46.41,129.75,58.96,130.42
2025-08-09 03,,,72.51,7.15,46.26,,58.70,129.53
2025-08-09 04,160.27,125.70,68.97,7.31,44.88,123.81,,127.39
2025-08-09 05,140.88,124.75,,6.46,45.05,,55.21,
2025-08-09 06,,118.39,61.99,,44.56,99.79,52.93,110.35
2025-08-09 07,133.94,115.40,61.34,6.04,43.27,93.53,51.54,
2025-08-09 08,133.80,,82.12,5.74,53.79,93.80,60.52,102.81
2025-08-09 09,138.36,112.31,90.12,5.74,58.67,100.89,63.12,102.94
2025-08-09 10,136.28,116.71,96.08,5.32,62.33,105.52,64.46,101.97
2025-08-09 11,142.40,,97.30,5.01,60.08,110.54,65.07,107.93
2025-08-09 12,146.49,130.13,100.68,4.78,66.24,110.01,64.28,116.58
2025-08-09 13,160.22,133.01,88.41,5.17,,120.14,,130.58
2025-08-09 14,174.28,142.90,,5.51,66.45,141.23,63.39,135.99
2025-08-09 15,171.48,142.61,91.37,5.57,63.47,132.76,63.56,137.51
2025-08-09 16,,115.01,95.94,,68.97,116.23,64.37,106.62
2025-08-09 17,140.51,,94.91,4.45,,,,
2025-08-09 18,129.94,106.32,90.02,4.19,67.53,101.77,60.43,91.69
2025-08-09 19,154.22,123.83,99.89,5.10,,122.91,64.35,119.84
2025-08-09 20,157.14,124.06,98.34,5.48,68.50,120.87,63.33,117.54
2025-08-09 21,157.61,123.67,96.39,6.15,61.31,119.80,66.92,
2025-08-09 22,161.58,123.12,94.02,7.13,,123.02,64.28,122.22
2025-08-09 23,163.18,127.84,79.13,,58.98,128.81,62.30,128.68
2025-08-10 00,164.52,132.31,,7.30,,128.69,60.62,129.94
2025-08-10 01,,135.31,74.09,7.21,46.19,,59.56,
2025-08-10 02,161.46,,,7.57,,124.22,56.06,124.12
2025-08-10 03,159.12,128.00,68.37,,43.52,,53.50,120.88
2025-08-10 04,151.95,125.78,,7.38,45.29,119.76,50.83,113.68
2025-08-10 05,,118.53,59.11,6.93,,99.28,,
2025-08-10 06,128.49,124.56,56.52,6.28,42.19,,49.78,102.15
2025-08-10 07,129.10,133.13,59.86,5.42,44.80,92.52,49.37,
2025-08-10 08,,,84.72,,51.37,92.07,58.45,101.52
2025-08-10 09,138.30,133.85,93.80,5.23,56.52,101.43,63.09,100.01
2025-08-10 10,136.41,138.84,96.27,5.01,56.84,110.28,65.52,102.82
2025-08-10 11,141.83,139.78,98.87,5.46,58.93,110.63,66.95,108.46
2025-08-10 12,146.72,147.00,99.79,6.28,61.22,114.44,65.94,119.26
2025-08-10 13,158.77,148.37,90.82,,64.13,118.50,,124.41
2025-08-10 14,170.00,145.90,,5.73,63.24,130.55,65.74,131.52
2025-08-10 15,173.18,144.40,89.01,5.33,63.18,116.36,64.87,136.02
2025-08-10 16,136.34,119.96,93.36,5.43,65.76,114.89,68.79,109.56
2025-08-10 17,,,,3.68,,,,
2025-08-10 18,128.09,112.18,81.43,4.97,64.68,99.25,60.31,95.63
2025-08-10 19,149.07,125.53,98.06,5.65,67.08,121.44,61.22,111.85
2025-08-10 20,148.19,,96.57,,66.20,,61.88,111.54
2025-08-10 21,156.19,126.79,95.32,5.23,63.71,115.05,61.82,110.34
2025-08-10 22,165.02,,88.19,7.37,,116.80,62.48,122.39
2025-08-10 23,171.47,130.58,79.46,7.93,60.60,128.00,59.62,128.34
2025-08-11 00,172.86,134.99,,7.84,48.37,129.51,59.09,129.78
2025-08-11 01,,134.67,73.74,8.20,,131.47,56.75,128.74
2025-08-11 02,162.78,133.64,,,45.31,125.38,52.81,125.88
2025-08-11 03,156.83,132.95,66.77,7.75,46.77,121.04,,123.52
2025-08-11 04,152.50,123.74,,7.88,49.76,118.82,53.07,120.28
2025-08-11 05,147.88,,63.34,6.94,,97.71,48.08,
2025-08-11 06,132.56,127.20,60.13,,49.21,90.44,,102.38
2025-08-11 07,134.67,133.77,64.35,6.47,51.01,,47.57,101.27
2025-08-11 08,,139.46,86.39,5.22,54.96,94.27,57.41,99.22
2025-08-11 09,138.04,142.30,98.54,,56.69,105.99,62.92,103.14
2025-08-11 10,140.31,143.77,102.69,5.43,61.99,106.41,65.99,
2025-08-11 11,143.21,148.70,101.46,,61.80,110.85,66.42,110.89
2025-08-11 12,154.93,154.77,101.17,6.89,65.33,114.34,67.11,119.49
2025-08-11 13,163.85,156.69,,6.49,64.82,122.85,,128.60
2025-08-11 14,178.19,152.39,88.96,6.65,64.78,134.18,67.21,139.71
2025-08-11 15,178.81,153.14,89.01,,67.08,122.49,68.09,141.19
2025-08-11 16,138.51,,95.25,5.11,67.77,115.96,68.40,108.80
2025-08-11 17,133.66,131.68,,5.00,63.01,,,
2025-08-11 18,,,89.24,4.28,66.92,105.82,62.11,97.71
2025-08-11 19,153.39,136.38,101.36,4.94,65.79,121.29,65.31,114.51
2025-08-11 20,156.63,141.55,,5.33,64.87,123.36,66.13,113.30
2025-08-11 21,162.21,,99.31,6.49,65.66,123.97,63.61,113.21
2025-08-11 22,164.74,132.59,,7.31,63.25,123.30,64.41,121.92
2025-08-11 23,,139.71,89.21,7.49,55.30,126.96,61.75,131.93
2025-08-12 00,166.22,,76.07,8.13,,152.96,63.05,145.77
2025-08-12 01,127.07,137.17,72.09,8.17,46.92,,59.17,130.98
2025-08-12 02,152.76,136.73,,8.57,48.03,126.11,,128.87
2025-08-12 03,152.19,133.41,66.73,8.44,49.78,124.25,54.16,125.69
2025-08-12 04,149.48,,63.14,8.26,50.39,119.95,,124.65
2025-08-12 05,145.01,128.68,,8.12,49.50,98.18,51.14,105.65
2025-08-12 06,,128.78,59.27,,47.01,,49.35,
2025-08-12 07,133.48,147.74,65.77,6.91,47.89,91.06,51.86,101.75
2025-08-12 08,135.43,152.94,89.49,,56.28,98.63,63.53,106.04
2025-08-12 09,143.90,157.87,103.22,7.66,59.65,110.15,66.05,109.05
2025-08-12 10,150.52,154.49,105.05,6.50,65.72,113.31,67.28,112.39
2025-08-12 11,150.80,159.40,109.38,7.27,69.71,118.23,69.06,114.19
2025-08-12 12,159.03,169.47,,7.02,68.95,118.45,70.83,123.07
2025-08-12 13,170.13,170.95,100.62,,68.98,124.97,69.86,130.95
2025-08-12 14,180.94,170.15,92.44,7.27,69.10,137.96,68.41,143.68
2025-08-12 15,183.10,164.49,91.09,6.61,68.50,131.74,,134.68
2025-08-12 16,,158.50,97.81,,70.67,,70.11,113.41
2025-08-12 17,145.61,,,4.70,67.22,119.33,,
2025-08-12 18,135.43,122.66,91.00,4.88,70.95,104.81,64.29,100.10
2025-08-12 19,155.72,140.81,102.37,,69.82,120.27,66.92,120.59
2025-08-12 20,161.12,137.69,100.29,5.10,71.08,123.56,68.62,119.86
2025-08-12 21,164.13,141.95,99.31,5.86,70.59,,65.72,117.47
2025-08-12 22,171.23,142.12,99.86,7.15,64.70,128.88,65.88,127.97
2025-08-12 23,177.24,149.55,81.96,8.36,61.79,130.57,62.65,136.84
2025-08-13 00,173.63,151.85,75.37,7.82,,133.09,60.68,137.42
2025-08-13 01,171.17,149.98,72.88,8.14,50.92,134.70,,134.96
2025-08-13 02,,,,8.45,47.71,129.69,59.49,130.65
2025-08-13 03,164.77,144.73,66.36,8.20,47.05,124.36,,127.48
2025-08-13 04,162.22,135.65,,8.39,48.94,,55.74,126.66
2025-08-13 05,153.58,,62.79,8.09,47.67,115.02,55.40,110.35
2025-08-13 06,,137.03,58.70,6.97,41.08,,52.58,
2025-08-13 07,142.78,142.53,64.70,,49.48,95.73,53.15,109.47
2025-08-13 08,146.74,149.29,89.17,6.43,55.87,97.81,65.44,110.56
2025-08-13 09,149.82,156.23,103.14,5.49,57.72,109.27,71.85,111.38
2025-08-13 10,,161.58,107.22,,61.88,114.34,72.94,107.61
2025-08-13 11,155.13,160.52,108.45,6.01,65.13,118.91,,110.72
2025-08-13 12,164.02,169.96,107.55,6.47,66.57,122.93,70.97,128.84
2025-08-13 13,179.48,,102.97,6.08,67.43,128.27,69.82,136.50
2025-08-13 14,192.82,172.33,,6.93,70.21,141.39,68.37,147.62
2025-08-13 15,193.31,167.60,92.92,,69.86,137.31,68.28,152.26
2025-08-13 16,158.41,144.69,99.26,6.78,73.32,125.45,72.57,115.13
2025-08-13 17,,,,,,112.74,73.77,91.64
2025-08-13 18,141.86,129.91,95.31,4.79,65.38,,65.61,
2025-08-13 19,166.25,147.46,111.74,5.64,65.72,126.68,67.63,119.67
2025-08-13 20,172.36,144.23,,5.84,63.44,129.13,68.21,
2025-08-13 21,175.80,144.40,103.54,6.08,62.35,129.25,67.66,116.09
2025-08-13 22,181.60,144.63,97.01,7.05,,132.15,71.43,132.91
2025-08-13 23,183.33,149.77,90.66,8.06,59.91,136.46,,141.63
2025-08-14 00,184.94,150.77,80.31,8.38,48.33,141.86,66.15,139.37
2025-08-14 01,,151.13,,9.02,,,,137.42
2025-08-14 02,178.47,,76.51,8.69,46.12,134.20,59.56,134.11
2025-08-14 03,,148.63,71.78,8.69,46.74,131.90,59.28,
2025-08-14 04,177.55,146.91,69.33,,49.37,,57.22,134.83
2025-08-14 05,147.38,,,8.28,,124.25,,127.26
2025-08-14 06,,145.61,63.71,7.49,44.39,,52.46,
2025-08-14 07,146.99,151.78,69.58,7.37,47.83,102.28,54.17,110.59
2025-08-14 08,147.08,,90.50,,63.61,104.56,67.21,111.73
2025-08-14 09,151.53,156.33,107.80,6.33,66.54,116.44,70.80,115.54
2025-08-14 10,155.19,158.55,110.64,,68.26,121.54,73.05,116.24
2025-08-14 11,161.64,164.77,112.59,4.92,69.42,124.43,74.29,118.20
2025-08-14 12,169.06,168.38,112.96,5.80,70.49,129.19,72.70,132.56
2025-08-14 13,183.26,171.67,102.84,5.74,70.61,138.59,,141.47
2025-08-14 14,197.37,174.31,,7.35,70.33,143.02,70.87,149.48
2025-08-14 15,195.97,171.13,96.96,7.05,70.70,132.12,,152.61
2025-08-14 16,162.62,142.32,105.31,6.09,69.88,127.50,78.31,118.92
2025-08-14 17,,,103.06,,70.67,,76.31,
2025-08-14 18,156.14,140.31,101.94,5.02,71.87,119.86,66.92,106.26
2025-08-14 19,178.88,152.86,111.24,5.96,71.68,134.33,74.84,132.22
2025-08-14 20,173.80,,110.19,,71.14,136.21,73.30,126.38
2025-08-14 21,181.15,149.26,109.78,5.90,69.48,,73.32,124.31
2025-08-14 22,183.41,155.89,100.59,7.93,67.90,138.70,72.31,134.40
2025-08-14 23,184.08,164.14,90.66,8.67,64.81,141.00,70.11,146.42
2025-08-15 00,186.99,,,8.26,51.71,145.74,,147.94
2025-08-15 01,,161.08,80.61,8.79,47.29,,64.73,143.09
2025-08-15 02,178.81,158.15,78.91,,,140.75,63.40,141.16
2025-08-15 03,,155.38,73.29,8.60,50.22,141.04,62.42,138.92
2025-08-15 04,174.37,150.36,69.96,,,131.83,62.13,140.92
2025-08-15 05,155.56,147.28,,7.95,48.34,,61.38,135.80
2025-08-15 06,150.75,137.89,64.03,7.41,47.71,117.48,58.60,125.47
2025-08-15 07,,134.77,66.10,7.21,50.19,,57.28,121.53
2025-08-15 08,153.96,134.40,86.88,6.23,56.69,109.15,65.95,121.09
2025-08-15 09,155.31,140.16,99.89,7.25,61.94,113.76,73.35,123.59
2025-08-15 10,161.62,,103.48,,63.05,115.17,,
2025-08-15 11,159.03,134.05,95.56,6.55,64.28,115.80,71.99,123.65
2025-08-15 12,,136.24,,7.44,65.00,,,123.40
2025-08-15 13,177.62,145.44,92.13,7.84,67.62,135.20,65.26,133.42
2025-08-15 14,185.93,150.55,92.98,7.60,65.79,140.23,67.72,137.25
2025-08-15 15,174.16,156.10,,8.10,66.92,131.26,69.19,141.45
2025-08-15 16,145.04,125.67,99.73,6.93,67.74,122.51,76.06,107.47
2025-08-15 17,,,,,68.26,,,
2025-08-15 18,130.32,117.22,95.01,5.20,66.61,106.75,65.85,100.96
2025-08-15 19,153.49,132.18,102.60,5.42,,119.05,71.96,118.10
2025-08-15 20,161.10,128.98,101.34,4.70,67.15,118.69,69.89,113.44
2025-08-15 21,167.76,125.47,,7.05,,120.49,,111.20
2025-08-15 22,169.78,133.53,95.99,7.21,64.37,124.53,69.74,122.14
2025-08-15 23,174.24,140.29,79.40,7.62,60.31,126.10,,134.83
2025-08-16 00,177.43,144.10,75.75,8.13,,133.47,65.04,140.54
2025-08-16 01,177.65,145.58,,,45.79,133.54,,140.38
2025-08-16 02,,144.72,71.71,7.95,44.90,131.80,60.62,138.01
2025-08-16 03,166.60,141.45,68.22,8.31,49.70,131.04,59.81,135.85
2025-08-16 04,166.65,140.51,68.88,,,122.38,60.49,136.18
2025-08-16 05,144.78,138.20,,7.82,46.10,107.13,,
2025-08-16 06,,126.87,60.13,6.42,43.90,,55.27,120.14
2025-08-16 07,138.26,133.36,61.00,,43.98,95.25,57.42,114.32
2025-08-16 08,140.13,130.79,81.49,6.18,50.99,96.68,62.20,110.22
2025-08-16 09,,134.51,92.99,5.46,57.29,109.52,68.16,110.86
2025-08-16 10,137.98,131.18,96.60,,55.62,111.48,66.67,
2025-08-16 11,138.65,131.18,,5.02,60.02,109.90,66.36,111.76
2025-08-16 12,153.68,139.88,96.32,5.48,61.92,112.83,69.28,126.64
2025-08-16 13,164.73,148.69,92.27,6.61,62.65,119.13,,135.85
2025-08-16 14,172.55,153.73,85.23,6.65,63.43,131.96,70.04,143.49
2025-08-16 15,170.07,156.10,85.51,,,131.62,68.76,145.49
2025-08-16 16,137.63,130.76,89.18,5.80,65.26,109.30,68.56,104.89
