,PS:AL KHABOURAH 01,,,,,,,
Time,KHBR01_K_LN01_Q0_Y_PH_I,KHBR01_K_LN02_Q0_Y_PH_I,KHBR01_K_LN03_Q0_Y_PH_I,KHBR01_K_LN04_Q0_Y_PH_I,KHBR01_K_LN05_Q0_Y_PH_I,KHBR01_K_LN06_Q0_Y_PH_I,KHBR01_K_LN07_Q0_Y_PH_I,KHBR01_K_LN08_Q0_Y_PH_I
2025-07-01 10,164.42,169.75,115.79,62.48,67.40,130.51,77.98,118.54
2025-07-01 11,174.06,173.22,117.02,67.18,67.02,136.81,80.06,131.17
2025-07-01 12,185.24,184.01,111.30,76.64,69.77,139.15,79.38,141.57
2025-07-01 13,192.65,186.64,,86.11,,141.80,76.91,151.63
2025-07-01 14,202.19,,100.87,87.98,69.49,149.20,74.09,156.36
2025-07-01 15,204.19,168.68,,87.18,69.73,149.99,73.73,159.19
2025-07-01 16,163.31,141.27,105.96,64.60,70.24,136.35,76.54,128.49
2025-07-01 17,,,,,70.34,120.24,67.00,
2025-07-01 18,154.72,126.64,100.77,50.86,,,,101.39
2025-07-01 19,182.01,153.08,112.24,69.29,67.84,137.72,72.57,129.31
2025-07-01 20,184.93,,113.30,,65.63,137.09,,
2025-07-01 21,182.13,145.03,105.19,68.32,,133.80,69.52,131.61
2025-07-01 22,189.75,142.52,97.30,76.34,64.43,138.90,72.53,140.47
2025-07-01 23,186.13,153.79,,85.61,53.38,145.38,71.78,149.11
2025-07-02 00,190.48,153.93,84.79,86.75,,144.22,72.13,144.10
2025-07-02 01,185.95,148.19,78.84,84.45,45.44,142.33,61.35,
2025-07-02 02,174.63,,,83.28,44.45,,,137.39
2025-07-02 03,173.63,147.40,77.51,80.04,49.12,138.77,59.56,133.79
2025-07-02 04,165.84,144.79,70.73,80.06,,126.23,60.15,124.00
2025-07-02 05,,,,68.09,45.57,112.24,58.01,112.17
2025-07-02 06,156.01,145.64,70.97,,45.13,,59.52,
2025-07-02 07,152.31,158.40,77.95,68.43,47.76,109.52,60.75,110.47
2025-07-02 08,154.18,160.13,103.50,66.02,58.74,114.95,69.23,113.53
2025-07-02 09,161.89,162.84,116.40,61.22,62.11,125.28,71.96,115.57
2025-07-02 10,164.57,164.92,119.67,,63.62,131.67,76.03,116.71
2025-07-02 11,167.57,172.95,117.94,66.33,64.43,132.34,73.41,121.88
2025-07-02 12,177.63,187.26,112.83,74.09,65.23,137.32,76.28,135.01
2025-07-02 13,189.89,178.75,,78.24,,145.36,,147.69
2025-07-02 14,200.82,171.17,105.12,85.46,65.74,150.68,70.90,153.11
2025-07-02 15,185.13,,105.99,85.77,65.74,149.73,,153.23
2025-07-02 16,166.43,164.83,105.31,65.38,68.18,,73.13,123.24
2025-07-02 17,,127.94,,,67.65,137.47,73.98,96.77
2025-07-02 18,142.53,,102.07,46.01,69.30,,,
2025-07-02 19,174.06,157.52,117.07,66.42,,135.47,73.05,127.97
2025-07-02 20,175.70,,,60.79,65.41,134.17,73.60,
2025-07-02 21,183.84,149.29,107.47,61.64,69.07,133.32,74.45,130.70
2025-07-02 22,,,107.68,70.71,66.76,141.11,71.93,140.73
2025-07-02 23,193.47,148.83,92.77,79.78,55.33,141.73,,143.72
2025-07-03 00,190.17,155.73,,83.59,44.09,144.12,70.96,143.11
2025-07-03 01,187.36,156.45,86.75,84.06,,,67.30,141.90
2025-07-03 02,,,83.98,,47.86,143.81,62.89,140.06
2025-07-03 03,181.72,152.55,,82.17,48.93,143.60,62.35,138.15
2025-07-03 04,171.38,153.05,80.03,81.98,48.69,138.93,63.78,140.67
2025-07-03 05,156.11,,77.51,,45.51,115.57,62.07,119.80
2025-07-03 06,,152.70,73.14,69.48,47.32,,,
2025-07-03 07,152.95,157.67,80.86,68.56,47.45,111.51,63.55,116.56
2025-07-03 08,151.63,162.84,106.57,69.41,66.01,115.81,71.94,119.99
2025-07-03 09,154.62,163.50,122.19,64.02,68.62,122.80,80.69,120.02
2025-07-03 10,163.91,165.72,121.16,,,122.67,85.92,124.43
2025-07-03 11,171.53,170.27,120.41,65.88,68.88,134.17,,132.65
2025-07-03 12,179.51,175.74,121.48,78.52,73.10,139.87,79.88,152.19
2025-07-03 13,187.65,174.76,,81.26,71.12,152.32,,159.81
2025-07-03 14,197.67,,109.18,85.70,72.56,154.80,77.17,161.86
2025-07-03 15,197.75,162.46,,85.68,,,76.45,160.52
2025-07-03 16,166.59,136.15,114.67,60.95,71.40,142.65,78.40,128.33
2025-07-03 17,,,111.13,,70.58,117.87,,
2025-07-03 18,149.77,121.28,105.44,50.92,72.35,,72.81,108.97
2025-07-03 19,176.27,150.84,118.29,66.29,72.01,138.56,75.96,136.91
2025-07-03 20,173.58,,107.54,,72.38,136.44,76.51,137.45
2025-07-03 21,176.68,140.51,,66.96,72.59,135.80,,137.47
2025-07-03 22,180.87,140.69,105.66,73.13,64.70,139.93,75.35,140.41
2025-07-03 23,193.47,149.01,92.92,83.38,53.31,143.52,75.30,148.38
2025-07-04 00,195.49,155.28,,87.29,,148.29,69.92,149.14
2025-07-04 01,186.80,158.58,90.81,86.58,44.78,148.37,,147.56
2025-07-04 02,,,,87.00,45.37,145.52,66.84,143.19
2025-07-04 03,181.91,150.81,85.26,85.27,45.44,143.27,,144.06
2025-07-04 04,170.25,151.94,81.59,85.18,44.20,141.88,65.13,134.70
2025-07-04 05,,,80.67,81.07,44.31,123.99,63.47,
2025-07-04 06,163.22,141.60,79.05,77.55,45.76,119.99,,127.30
2025-07-04 07,165.04,144.54,81.51,,45.65,,61.76,130.87
2025-07-04 08,167.98,,103.83,74.67,63.30,122.73,67.17,132.15
2025-07-04 09,161.30,146.75,113.56,72.95,64.94,124.34,74.36,135.42
2025-07-04 10,163.94,147.50,113.78,68.16,67.03,130.21,73.22,139.11
2025-07-04 11,,144.98,109.09,70.75,68.34,130.04,71.78,
2025-07-04 12,178.50,142.70,106.98,74.48,69.57,126.46,,136.95
2025-07-04 13,197.04,154.62,111.01,78.27,,146.65,70.10,141.44
2025-07-04 14,202.54,163.61,110.63,81.54,67.69,153.20,74.90,150.81
2025-07-04 15,,157.70,110.67,85.07,71.84,153.74,77.51,157.48
2025-07-04 16,186.14,143.06,109.08,57.78,69.48,,80.51,127.96
2025-07-04 17,146.17,,,,67.52,135.84,78.72,102.48
2025-07-04 18,,130.70,103.17,50.39,69.47,,68.15,
2025-07-04 19,165.50,152.85,118.86,67.14,,133.07,74.17,125.23
2025-07-04 20,164.95,139.34,,,69.23,,77.89,122.30
2025-07-04 21,169.20,141.41,105.53,59.96,72.09,125.07,,119.10
2025-07-04 22,181.59,144.34,96.89,68.21,70.65,131.53,70.51,131.75
2025-07-04 23,195.92,150.77,,84.32,65.95,138.74,71.34,149.73
2025-07-05 00,195.67,154.75,90.66,86.71,47.92,146.78,68.65,150.93
2025-07-05 01,,150.08,89.34,,47.83,149.16,68.50,
2025-07-05 02,187.40,,86.96,86.19,,147.27,66.37,143.49
2025-07-05 03,,148.53,,85.45,47.24,140.62,65.26,140.12
2025-07-05 04,173.27,148.06,82.01,,45.70,140.07,65.79,141.33
2025-07-05 05,165.75,,80.75,79.92,46.69,122.88,62.23,133.23
2025-07-05 06,,137.91,,75.09,47.05,,62.67,124.79
2025-07-05 07,156.26,138.73,80.26,74.91,51.96,115.43,65.23,122.83
2025-07-05 08,155.53,141.51,105.11,75.69,61.91,119.62,70.26,122.79
2025-07-05 09,157.83,150.14,117.27,70.55,63.69,132.59,75.63,123.73
2025-07-05 10,161.24,149.10,115.71,,64.62,132.09,,125.70
2025-07-05 11,167.82,148.91,,69.96,66.71,137.66,76.35,129.44
2025-07-05 12,177.38,154.12,115.04,76.01,68.28,141.00,77.17,140.78
2025-07-05 13,196.66,158.11,,86.30,70.17,143.08,,156.09
2025-07-05 14,199.05,162.09,105.24,93.37,68.86,149.86,68.79,162.41
2025-07-05 15,179.83,154.46,108.67,83.10,72.32,151.25,69.79,164.67
2025-07-05 16,156.93,131.14,109.37,63.08,,137.92,75.06,122.64
2025-07-05 17,,,107.51,,71.46,,,
2025-07-05 18,135.78,117.03,102.67,55.74,67.88,118.98,67.43,101.42
2025-07-05 19,175.51,138.71,118.94,71.96,,138.90,73.29,134.55
2025-07-05 20,176.75,138.96,,,66.93,,72.72,136.82
2025-07-05 21,181.87,136.79,110.59,64.65,66.83,137.01,71.72,134.90
2025-07-05 22,186.14,139.33,107.74,71.19,64.57,144.18,73.86,146.17
2025-07-05 23,185.84,148.26,90.57,82.08,65.19,142.51,,148.89
2025-07-06 00,,147.81,,86.44,,148.94,69.22,146.18
2025-07-06 01,182.15,151.13,89.83,,45.02,148.94,,
2025-07-06 02,175.92,147.88,,83.95,46.16,146.97,64.12,138.96
2025-07-06 03,174.70,,83.26,,48.91,,,137.26
2025-07-06 04,164.08,143.16,81.21,79.65,48.08,141.69,62.07,140.41
2025-07-06 05,,,,69.76,,,61.94,122.04
2025-07-06 06,154.71,144.01,77.07,,47.59,118.67,63.24,
2025-07-06 07,156.91,148.54,85.99,71.27,46.66,114.09,,117.84
2025-07-06 08,153.02,153.83,106.62,69.04,62.46,116.74,70.01,
2025-07-06 09,157.97,160.90,120.65,,65.86,125.78,71.97,116.03
2025-07-06 10,161.51,160.11,121.65,64.85,67.44,131.93,75.88,115.86
2025-07-06 11,164.17,165.61,119.80,66.21,63.31,138.29,75.98,126.83
2025-07-06 12,172.46,175.00,117.92,70.80,67.84,143.15,75.49,139.72
2025-07-06 13,187.54,178.32,,84.30,68.89,153.29,,153.54
2025-07-06 14,198.11,167.06,108.90,90.98,68.41,156.85,68.45,
2025-07-06 15,197.81,159.84,,85.35,69.82,157.96,71.65,160.90
2025-07-06 16,,142.23,104.30,62.73,72.28,137.09,73.82,125.97
2025-07-06 17,154.90,,102.29,,69.74,123.15,73.52,
2025-07-06 18,147.46,128.25,100.30,53.01,,,69.14,106.38
2025-07-06 19,174.34,153.05,112.72,66.29,72.15,143.84,72.85,134.73
2025-07-06 20,178.76,,105.68,,,140.50,74.31,134.42
2025-07-06 21,178.95,149.86,106.31,69.38,71.84,142.32,76.32,135.39
2025-07-06 22,184.65,148.95,105.28,80.34,,145.46,,143.52
2025-07-06 23,188.93,157.11,90.15,86.08,67.65,145.85,73.05,150.80
2025-07-07 00,190.52,,79.38,85.83,50.23,147.02,71.75,
2025-07-07 01,,155.79,,85.59,,149.19,,144.59
2025-07-07 02,176.92,149.20,77.27,,50.83,146.02,64.35,
2025-07-07 03,176.77,145.13,76.19,81.92,52.09,145.92,61.44,137.57
2025-07-07 04,164.07,143.36,68.62,81.39,48.34,143.78,61.31,128.11
2025-07-07 05,151.63,144.79,,68.73,45.82,,,118.41
2025-07-07 06,149.80,,67.80,,45.22,120.43,59.84,
2025-07-07 07,,151.57,74.70,69.23,48.77,117.15,60.40,113.95
2025-07-07 08,150.96,152.79,96.80,68.56,60.54,113.13,67.46,114.04
2025-07-07 09,154.27,155.72,110.44,65.41,65.51,126.23,75.35,121.60
2025-07-07 10,156.96,161.10,112.39,62.83,66.37,130.08,77.02,123.55
2025-07-07 11,166.35,,111.60,65.22,66.77,140.00,77.95,126.16
2025-07-07 12,175.96,171.22,112.34,74.08,65.29,145.71,82.36,140.35
2025-07-07 13,183.60,172.40,,80.16,69.11,145.14,,142.49
2025-07-07 14,192.75,167.04,99.76,85.55,67.68,151.05,71.52,149.84
2025-07-07 15,195.17,153.54,,80.32,74.29,139.62,73.68,155.79
2025-07-07 16,162.25,136.63,104.52,59.47,74.30,135.94,,131.77
2025-07-07 17,143.71,,,,70.02,,70.84,
2025-07-07 18,,124.30,97.68,50.22,,119.35,68.63,105.33
2025-07-07 19,172.67,145.39,107.20,66.46,68.37,133.88,72.22,131.11
2025-07-07 20,179.64,,110.37,,71.58,137.41,74.11,
2025-07-07 21,180.55,137.76,110.10,60.02,71.96,134.81,72.59,128.93
2025-07-07 22,179.85,145.80,97.55,71.81,68.06,142.55,72.26,142.14
2025-07-07 23,186.48,151.34,89.71,78.24,56.91,144.28,,150.14
2025-07-08 00,187.42,152.03,,80.19,,150.12,70.36,147.09
2025-07-08 01,,,85.01,80.75,50.91,148.91,68.62,137.09
2025-07-08 02,178.18,146.87,75.21,,50.30,146.04,64.31,
2025-07-08 03,177.43,,,79.18,50.48,143.55,64.59,135.55
2025-07-08 04,165.20,141.95,72.95,78.55,50.92,140.63,64.09,135.72
2025-07-08 05,151.79,,69.69,,48.61,115.38,58.79,116.71
2025-07-08 06,,141.95,69.36,64.25,47.02,,,
2025-07-08 07,148.13,145.41,76.79,62.23,50.76,110.01,60.24,111.07
2025-07-08 08,150.59,153.23,97.59,62.08,57.72,113.38,76.06,114.54
2025-07-08 09,157.59,153.80,108.71,61.95,66.51,123.15,80.83,116.08
2025-07-08 10,162.69,155.44,110.79,59.75,65.77,125.78,,116.14
2025-07-08 11,167.56,160.26,109.18,65.99,66.18,132.38,80.12,125.45
2025-07-08 12,179.51,171.61,112.46,71.44,68.63,136.47,81.20,137.17
2025-07-08 13,190.45,,,73.95,,143.50,,144.81
2025-07-08 14,199.04,166.05,95.36,80.29,67.00,150.06,76.94,152.06
2025-07-08 15,200.79,160.36,96.51,81.07,69.32,149.86,74.50,152.60
2025-07-08 16,168.58,140.45,104.64,75.91,68.15,,77.11,121.29
2025-07-08 17,,124.53,,,69.29,129.82,76.85,100.37
2025-07-08 18,155.59,,94.87,49.67,68.54,,,
2025-07-08 19,178.62,150.72,111.49,65.09,71.11,135.46,71.14,131.93
2025-07-08 20,180.67,,,63.61,70.86,134.81,71.71,
2025-07-08 21,175.61,142.36,103.89,68.00,67.00,134.57,,124.99
2025-07-08 22,184.61,142.77,103.99,75.74,,140.92,73.16,136.21
2025-07-08 23,188.02,153.54,87.63,79.90,64.29,146.27,,143.97
2025-07-09 00,189.19,154.68,82.68,82.47,54.04,150.12,66.58,140.82
2025-07-09 01,,151.98,,80.10,,,,136.46
2025-07-09 02,174.97,150.37,80.31,,54.04,146.53,60.93,
2025-07-09 03,,,,79.22,54.67,144.18,,130.13
2025-07-09 04,170.35,142.83,73.79,77.23,56.47,138.99,58.22,133.60
2025-07-09 05,,,,73.76,55.86,117.97,54.63,
2025-07-09 06,148.54,139.37,65.92,,51.26,115.30,58.71,112.99
2025-07-09 07,151.88,147.28,73.46,66.84,54.82,,,115.49
2025-07-09 08,,149.24,98.05,67.58,59.97,116.52,71.94,114.91
2025-07-09 09,158.40,152.85,107.39,,69.17,123.48,79.72,116.66
2025-07-09 10,162.69,155.72,111.17,61.45,,128.27,83.44,114.12
2025-07-09 11,164.54,155.32,111.96,65.23,66.57,133.47,,116.47
2025-07-09 12,170.79,172.17,112.26,72.37,68.40,135.49,81.02,137.16
2025-07-09 13,180.96,175.03,,76.98,67.91,139.87,,142.40
2025-07-09 14,187.26,164.77,99.55,83.19,69.36,146.65,70.02,148.58
2025-07-09 15,189.69,155.73,100.21,81.38,69.80,133.54,68.84,148.91
2025-07-09 16,159.01,134.46,104.46,64.25,,,72.69,114.63
2025-07-09 17,,,,47.99,70.56,130.51,,
2025-07-09 18,141.98,124.99,98.84,,72.92,113.49,70.33,99.28
2025-07-09 19,163.81,148.88,109.11,66.58,,132.75,76.25,128.21
2025-07-09 20,172.95,,109.00,,71.99,132.19,74.33,127.70
2025-07-09 21,173.77,139.88,106.25,61.41,70.30,129.25,68.97,127.18
2025-07-09 22,180.29,137.13,92.60,69.79,66.57,137.17,,136.50
2025-07-09 23,182.38,147.00,81.39,80.79,57.89,141.33,66.74,144.70
2025-07-10 00,186.10,147.97,,80.88,,150.75,65.52,141.61
2025-07-10 01,175.96,,77.46,79.08,52.43,,,
2025-07-10 02,,144.32,77.58,,52.71,142.62,60.84,132.30
2025-07-10 03,174.13,,,77.21,53.92,144.09,,131.88
2025-07-10 04,163.29,140.69,72.20,75.19,53.60,130.51,58.26,123.62
2025-07-10 05,148.66,,,,52.17,118.67,,
2025-07-10 06,,139.02,65.29,64.94,,,56.84,113.02
2025-07-10 07,153.65,146.86,71.28,63.50,50.36,116.27,58.39,116.44
2025-07-10 08,155.06,147.68,95.63,64.21,59.96,111.73,67.81,119.01
2025-07-10 09,156.28,155.10,110.42,64.81,64.16,122.39,70.96,120.36
2025-07-10 10,157.92,157.10,114.97,63.01,69.98,126.14,77.48,118.06
2025-07-10 11,164.00,157.11,114.32,65.07,,133.58,80.95,125.51
2025-07-10 12,172.92,171.38,,72.91,77.16,136.46,,140.88
2025-07-10 13,188.43,169.83,107.20,76.50,,140.19,68.40,146.37
2025-07-10 14,197.13,166.46,99.61,81.20,74.40,148.78,69.86,149.54
2025-07-10 15,186.97,159.00,,81.54,76.26,147.78,70.17,156.30
2025-07-10 16,159.28,133.04,103.88,59.33,77.16,129.26,71.99,119.58
2025-07-10 17,,122.96,95.75,,77.19,113.49,72.10,100.57
2025-07-10 18,147.28,,,47.32,74.72,,70.32,
2025-07-10 19,173.06,141.00,110.01,64.63,72.64,132.16,72.69,129.23
2025-07-10 20,,143.99,,59.91,72.73,130.63,,129.07
2025-07-10 21,163.66,133.85,104.80,60.18,73.54,127.43,65.77,
2025-07-10 22,171.06,138.78,95.19,68.07,71.49,128.71,69.52,128.02
2025-07-10 23,181.66,146.37,82.05,74.81,61.79,135.81,,140.37
2025-07-11 00,190.00,151.68,,79.59,55.92,142.30,65.06,141.54
2025-07-11 01,179.76,148.26,77.10,79.08,,140.54,65.20,
2025-07-11 02,,,75.78,77.57,52.69,140.92,63.02,136.72
2025-07-11 03,175.51,144.63,73.19,78.39,54.08,140.29,62.07,137.83
2025-07-11 04,165.30,146.97,69.52,79.75,55.37,127.94,60.18,139.66
2025-07-11 05,,141.86,67.58,67.81,53.76,120.21,,
2025-07-11 06,156.88,,66.36,,54.13,,57.09,121.19
2025-07-11 07,157.49,139.18,69.60,68.51,54.32,116.03,56.96,117.73
2025-07-11 08,,139.55,94.12,67.36,58.93,,66.84,122.71
2025-07-11 09,160.35,141.01,104.77,67.46,61.61,115.81,69.25,125.57
2025-07-11 10,167.31,139.21,,68.72,62.81,117.90,68.00,122.96
2025-07-11 11,,142.49,101.53,,62.95,,67.52,125.10
2025-07-11 12,156.70,135.81,,71.00,68.89,114.25,,126.60
2025-07-11 13,183.29,150.45,93.55,73.90,69.39,139.33,66.80,141.73
2025-07-11 14,187.60,160.95,,75.13,68.54,140.79,66.36,150.12
2025-07-11 15,189.59,151.60,88.27,79.37,70.17,142.43,68.41,150.42
2025-07-11 16,158.59,134.74,98.68,60.73,68.60,122.47,74.52,119.52
2025-07-11 17,139.43,,,,68.09,106.94,,
2025-07-11 18,,124.16,91.50,44.94,69.54,,62.38,94.59
2025-07-11 19,159.98,141.57,105.63,60.60,68.15,117.57,70.17,121.75
2025-07-11 20,156.13,137.19,104.34,,69.63,120.65,72.66,114.36
2025-07-11 21,165.30,132.60,101.84,60.30,68.57,121.69,,112.34
2025-07-11 22,172.73,135.42,89.65,65.54,66.04,131.84,67.96,123.14
2025-07-11 23,183.51,146.77,79.44,74.97,63.24,134.26,65.33,136.48
2025-07-12 00,182.85,148.26,,81.57,,139.12,66.73,136.07
2025-07-12 01,174.65,150.94,72.47,80.79,56.18,139.21,63.65,136.69
2025-07-12 02,,143.75,,78.71,54.00,,62.29,133.51
2025-07-12 03,171.22,,69.66,78.17,56.46,134.08,60.37,130.16
2025-07-12 04,158.85,142.34,67.68,74.75,55.93,131.84,61.16,129.69
2025-07-12 05,153.36,,,68.82,55.05,114.19,,112.61
2025-07-12 06,,133.85,63.02,,56.34,,55.61,
2025-07-12 07,149.61,135.71,66.57,68.10,56.08,105.22,56.16,112.72
2025-07-12 08,146.53,135.68,88.98,68.04,60.15,112.21,63.31,111.65
2025-07-12 09,152.57,135.31,101.50,63.25,64.94,116.61,69.32,113.18
2025-07-12 10,156.22,138.59,105.09,,65.03,122.76,71.90,110.94
2025-07-12 11,156.58,,105.19,64.25,63.06,124.71,71.75,114.47
2025-07-12 12,169.05,142.36,104.84,69.08,68.26,127.89,72.32,129.67
2025-07-12 13,183.63,150.84,,73.05,68.24,129.42,,135.65
2025-07-12 14,185.13,155.95,92.16,77.32,67.37,139.62,64.94,143.28
2025-07-12 15,186.07,146.37,93.18,78.14,67.72,133.07,64.76,148.89
2025-07-12 16,151.91,129.82,98.63,56.22,69.51,121.43,67.75,115.30
2025-07-12 17,131.05,114.63,92.36,,68.79,,,96.73
2025-07-12 18,,,,44.52,69.61,104.59,61.79,
2025-07-12 19,162.93,144.42,103.20,59.21,70.83,120.20,68.43,125.69
2025-07-12 20,163.01,140.76,104.04,60.87,69.69,125.35,72.97,
2025-07-12 21,166.21,134.08,101.11,60.47,68.70,122.17,70.12,119.84
2025-07-12 22,171.99,131.71,99.00,68.21,68.09,125.95,,125.41
2025-07-12 23,177.30,137.42,90.49,74.31,65.72,129.19,66.36,134.68
2025-07-13 00,174.69,139.09,78.78,74.78,,135.46,63.78,131.65
2025-07-13 01,171.25,140.84,73.39,74.84,53.84,,,130.87
2025-07-13 02,,138.35,72.23,,53.78,132.60,59.62,127.01
2025-07-13 03,167.61,133.04,,74.14,53.72,133.97,58.87,124.08
2025-07-13 04,152.98,132.75,68.03,69.03,52.37,120.56,,125.03
2025-07-13 05,142.36,,,62.42,53.54,108.11,54.64,
2025-07-13 06,,131.68,61.26,61.10,50.44,,52.19,105.27
2025-07-13 07,140.94,137.16,70.93,58.33,53.09,103.63,53.64,103.20
2025-07-13 08,139.15,138.54,92.22,,60.41,105.56,63.81,103.99
2025-07-13 09,143.66,143.65,103.41,56.90,63.24,115.20,68.28,103.57
2025-07-13 10,145.46,143.59,105.91,55.18,64.16,119.20,69.77,103.52
2025-07-13 11,152.48,148.82,107.77,58.74,63.96,120.81,70.81,110.09
2025-07-13 12,161.04,158.58,106.53,64.21,69.30,,72.95,127.11
2025-07-13 13,179.82,158.21,,69.89,68.41,132.00,,132.34
2025-07-13 14,183.13,155.92,91.56,72.81,70.80,139.46,64.13,143.85
2025-07-13 15,175.86,153.90,92.14,75.16,,136.76,,149.14
2025-07-13 16,156.86,127.56,95.86,55.96,69.51,115.46,69.52,119.87
2025-07-13 17,,,98.00,,68.10,105.19,68.44,98.22
2025-07-13 18,133.95,116.72,92.92,44.53,70.67,,66.13,
2025-07-13 19,164.24,138.76,102.67,59.43,,120.82,73.54,125.26
2025-07-13 20,,138.59,102.63,56.59,68.78,122.82,76.03,121.85
2025-07-13 21,163.60,140.21,97.80,61.00,69.47,,72.79,
2025-07-13 22,171.85,142.15,94.87,68.91,66.71,124.53,71.12,132.02
2025-07-13 23,180.30,146.75,78.01,74.07,62.52,128.87,70.46,138.36
2025-07-14 00,174.84,145.79,,75.31,60.60,131.18,66.18,137.32
2025-07-14 01,,144.28,71.99,,54.76,129.97,59.81,134.16
2025-07-14 02,169.24,142.73,70.62,72.66,51.74,131.34,,132.95
2025-07-14 03,168.96,144.98,69.07,74.39,56.12,133.10,60.38,129.34
2025-07-14 04,167.19,134.49,66.77,73.71,57.94,119.73,60.13,130.87
2025-07-14 05,144.20,,,68.02,56.27,108.89,,121.25
2025-07-14 06,,138.27,62.21,,53.89,,53.00,
2025-07-14 07,140.75,142.21,68.47,58.82,52.68,100.80,54.63,107.54
2025-07-14 08,144.97,142.12,93.04,58.41,64.94,98.21,68.03,108.80
2025-07-14 09,143.71,148.07,104.14,56.50,65.04,107.71,73.44,110.54
2025-07-14 10,148.03,150.28,105.15,,67.87,113.95,,106.40
2025-07-14 11,155.47,155.44,104.42,57.51,72.32,119.74,71.05,111.52
2025-07-14 12,160.70,159.47,102.69,62.70,74.71,118.63,72.03,125.70
2025-07-14 13,170.41,,,69.04,,124.27,,138.95
2025-07-14 14,185.59,156.74,91.06,73.11,71.06,138.23,66.70,147.22
2025-07-14 15,170.75,149.49,,74.46,73.80,,67.74,151.95
2025-07-14 16,,128.15,96.67,69.20,75.38,126.66,73.11,118.45
2025-07-14 17,155.44,,89.39,,71.19,109.25,,
2025-07-14 18,,113.75,,43.58,62.61,,66.93,97.01
2025-07-14 19,160.08,134.54,103.55,57.28,67.72,120.44,65.28,126.87
2025-07-14 20,163.76,136.16,102.54,54.92,70.74,121.22,66.84,
2025-07-14 21,167.01,134.89,98.76,56.79,68.45,120.21,68.26,119.95
2025-07-14 22,171.38,136.57,90.25,67.09,,128.19,,137.23
2025-07-14 23,182.42,146.48,80.77,72.44,66.23,129.91,69.14,137.85
2025-07-15 00,183.23,146.34,72.38,74.23,,134.74,66.29,138.32
2025-07-15 01,175.77,146.08,71.55,71.58,53.51,135.44,65.31,137.57
2025-07-15 02,173.63,143.60,68.07,71.81,52.66,132.32,,133.98
2025-07-15 03,,142.32,67.06,72.00,53.01,129.83,60.69,133.72
2025-07-15 04,170.59,142.02,65.19,69.83,52.52,121.47,61.20,132.12
2025-07-15 05,149.83,136.09,,,50.04,109.76,55.21,111.42
2025-07-15 06,,140.03,61.36,59.83,51.01,,,
2025-07-15 07,143.14,139.91,68.40,59.17,54.80,101.53,57.00,108.83
2025-07-15 08,144.63,143.84,90.81,60.44,55.07,105.55,65.38,107.77
2025-07-15 09,154.53,152.48,104.24,6.14,61.13,117.72,70.64,113.94
2025-07-15 10,154.81,155.51,109.12,,62.32,120.62,74.52,110.22
2025-07-15 11,160.71,160.96,107.11,5.80,64.10,125.70,,115.79
2025-07-15 12,175.38,165.58,99.98,6.45,67.62,,72.45,130.11
2025-07-15 13,185.79,162.30,,7.54,,130.58,,137.89
2025-07-15 14,190.47,158.31,93.37,,65.41,139.18,71.75,146.34
2025-07-15 15,190.85,160.96,90.47,7.54,69.93,140.72,71.41,153.20
2025-07-15 16,160.33,152.39,96.36,,71.87,126.64,75.56,123.99
2025-07-15 17,143.90,122.49,98.60,4.22,70.15,110.64,77.77,
2025-07-15 18,,,93.52,4.26,63.75,,,96.99
2025-07-15 19,174.92,145.92,103.45,5.23,65.04,121.24,71.24,124.55
2025-07-15 20,175.80,144.61,102.59,,70.74,122.39,70.29,
2025-07-15 21,176.12,140.82,102.69,4.91,67.06,125.35,71.30,124.06
2025-07-15 22,177.52,143.78,89.15,5.60,63.20,129.72,75.35,134.18
2025-07-15 23,184.06,149.99,80.69,6.67,56.05,128.93,73.14,140.18
2025-07-16 00,184.15,153.90,74.72,7.18,,133.13,65.69,135.87
2025-07-16 01,,152.47,73.58,7.65,53.12,,62.05,134.48
2025-07-16 02,175.91,150.27,,7.63,54.00,131.71,61.79,134.51
2025-07-16 03,173.27,145.55,71.33,7.47,52.22,129.07,,
2025-07-16 04,166.56,144.47,69.25,7.34,51.84,121.67,63.71,135.39
2025-07-16 05,152.89,141.64,,7.09,,109.63,,
2025-07-16 06,,142.24,63.53,,49.60,,58.92,116.96
2025-07-16 07,145.54,145.42,70.62,6.47,51.07,105.46,,111.02
2025-07-16 08,147.27,147.24,93.17,5.90,59.86,,62.51,112.21
2025-07-16 09,156.17,153.07,104.46,5.71,65.16,116.71,69.51,110.59
2025-07-16 10,,156.16,110.19,,,120.20,72.54,114.01
2025-07-16 11,163.10,158.49,111.61,5.95,69.01,133.50,71.52,119.54
2025-07-16 12,177.62,170.32,110.85,,,134.24,71.55,137.25
2025-07-16 13,180.24,,,6.42,68.54,135.42,70.04,139.14
2025-07-16 14,183.90,164.42,93.34,7.28,69.29,141.07,67.69,146.08
2025-07-16 15,187.64,159.60,93.24,,74.55,,67.14,149.33
2025-07-16 16,153.98,135.87,97.66,5.95,75.74,132.09,67.36,117.75
2025-07-16 17,,,,,,109.27,67.69,
2025-07-16 18,141.98,119.01,92.99,4.82,70.04,,68.10,101.08
2025-07-16 19,164.85,138.21,102.15,5.42,69.99,121.60,69.35,124.71
2025-07-16 20,171.76,137.67,105.18,5.08,71.43,125.18,69.96,
